heroId,kda,gpm,xpm,damageDealt,damageTaken,towerDamage,controlDuration,wardPlanted,wardDestroyed
spirit_breaker,1.15,398,521,15554,33461,102,4022,0,0
clinkz,1.5,334,459,16533,18217,3014,2327,4,1
disruptor,1.44,247,346,6222,16931,0,2222,8,2
troll_warlord,2.5,625,844,23082,24164,1379,3649,0,0
earthshaker,2.5,481,634,20984,20017,14,1815,0,0
mars,1.33,476,535,14480,18278,200,2660,0,1
skywrath_mage,1.43,243,376,14317,14172,0,1448,4,2
techies,0.9,293,442,16817,15431,0,2297,12,3
primal_beast,5.25,579,741,22724,30061,1774,5883,0,0
broodmother,4.25,653,798,19701,21811,9092,1846,0,1
snapfire,7.5,354,509,14895,12041,693,2839,3,1
undying,22.0,381,620,11499,12769,564,3162,11,9
templar_assassin,6.33,801,877,23243,12998,16700,4251,1,0
lycan,28.0,751,679,12746,9458,15285,2081,1,0
ember_spirit,26.0,642,799,21581,8420,788,4877,1,2
mars,9.5,499,565,13048,9398,5252,8230,0,0
enchantress,9.0,443,462,12997,7709,4817,2387,7,8
skywrath_mage,25.0,322,521,13394,1271,244,1136,6,2
monkey_king,0.3,309,356,8068,22016,0,8748,1,0
techies,0.5,289,361,10662,12966,44,3136,4,2
doom_bringer,1.5,518,520,4383,10058,0,2521,0,1
bloodseeker,0.38,455,432,6819,14225,108,4307,1,1
lich,0.5,233,366,6324,14501,0,4810,11,4
alchemist,19.0,978,990,23876,12234,3530,8741,0,0
pangolier,18.0,617,816,18103,13952,2741,8820,1,0
silencer,3.2,308,468,9365,9415,317,2748,2,2
doom_bringer,3.5,653,618,10371,12308,318,8339,0,0
techies,1.5,315,472,9059,9614,565,4714,13,9
bloodseeker,2.75,532,594,16624,14526,0,6708,0,0
nevermore,9.0,707,753,15200,12162,3635,7123,2,0
centaur,1.29,430,502,7806,17502,822,5359,0,0
skywrath_mage,2.2,231,281,10885,13074,0,4445,4,1
disruptor,1.5,219,357,7008,13510,0,4929,9,3
bloodseeker,7.0,742,944,53790,35617,11671,8477,0,0
batrider,8.6,674,944,57225,38920,603,4449,2,0
beastmaster,4.0,687,798,53721,46315,5360,5077,0,0
rubick,8.0,413,782,32241,18593,305,2758,8,5
silencer,5.22,511,782,52778,21937,2172,2397,11,6
windrunner,2.33,508,715,31019,39250,612,25246,0,0
omniknight,2.33,523,743,32793,84871,1509,36248,1,0
magnataur,1.92,586,743,39732,56041,208,17880,1,1
techies,2.31,417,479,47988,33157,942,19731,5,2
chen,2.5,439,642,9850,36436,1110,13236,11,6
nevermore,13.0,760,661,14546,9696,17326,4869,0,2
void_spirit,2.67,525,633,14803,14883,1456,14629,3,0
magnataur,12.0,703,841,11864,13638,4942,8675,0,1
techies,13.0,382,413,7807,5149,1336,3651,5,4
clinkz,5.5,371,515,10100,7277,5846,6156,1,0
keeper_of_the_light,1.67,227,238,7165,6499,20,223,5,2
alchemist,0.5,620,503,11999,12939,0,751,0,1
bounty_hunter,0.71,353,369,4397,15470,361,588,0,0
queenofpain,2.0,455,515,18535,16381,1036,544,2,2
silencer,0.67,183,213,8547,7831,19,373,4,2
void_spirit,10.0,555,580,10101,4967,590,1375,1,0
silencer,11.0,267,389,6639,4437,722,73,8,4
techies,4.0,303,333,8420,4937,311,1160,2,3
templar_assassin,12.0,707,859,8364,5045,5550,1655,0,0
beastmaster,9.0,664,730,8805,4154,2616,110,0,0
enchantress,1.0,301,351,3782,7190,1122,3744,2,2
batrider,1.33,468,538,4551,9105,97,5937,1,0
chaos_knight,1.5,490,442,5242,9189,342,3982,0,0
pugna,0.75,247,283,5882,6899,470,2602,6,3
storm_spirit,1.0,441,502,4083,9946,0,5330,2,0
dark_seer,3.3,481,635,33666,32115,1063,7931,0,0
techies,3.14,389,575,35527,18311,985,3480,17,5
templar_assassin,3.6,672,763,25367,18179,11802,4981,2,1
bloodseeker,8.33,649,798,46770,24025,2570,5822,0,1
spirit_breaker,6.0,348,585,14987,26109,402,6884,2,1
void_spirit,4.0,650,763,33409,30266,9758,6538,0,3
windrunner,7.0,665,766,30593,31416,15176,12267,1,6
chen,1.85,397,595,11473,24839,4117,4833,7,4
shadow_demon,3.0,401,599,18095,26206,424,4253,12,2
doom_bringer,5.75,776,812,25169,43590,1227,9524,0,0
mirana,20.0,430,546,9563,6178,974,2438,4,2
vengefulspirit,3.83,338,465,6966,9729,0,1621,4,2
beastmaster,8.0,592,676,14744,8829,1218,4525,0,0
batrider,12.5,620,834,19830,11288,106,5593,2,0
medusa,9.5,729,727,24243,1993,9252,2743,0,0
techies,0.88,223,326,9283,10019,129,1549,6,1
meepo,0.75,580,611,7783,27075,571,4884,0,0
shredder,0.8,399,530,4016,13537,0,1643,0,0
enchantress,1.0,297,326,7543,12264,2334,1214,3,3
windrunner,1.4,431,517,9392,12451,357,9268,2,0
nevermore,6.5,766,878,36427,25417,20335,6977,0,1
void_spirit,24.0,602,796,29751,22629,1855,6203,3,2
mars,4.2,481,675,19226,26434,1299,8446,0,0
batrider,4.4,461,651,13829,16461,521,4313,8,5
mirana,5.6,454,646,11179,16653,692,5472,3,4
lich,1.25,238,287,16220,21268,0,4311,4,2
underlord,2.17,492,587,19591,26138,115,6027,0,1
pangolier,1.3,453,479,26544,28637,580,6826,3,0
techies,2.0,334,454,25571,16781,783,3807,9,2
windrunner,1.71,458,599,19668,17588,796,5283,0,1
crystal_maiden,0.44,241,369,6093,28798,0,14322,9,3
techies,2.33,341,368,20121,17833,306,8831,7,2
pangolier,2.0,489,559,30195,25196,344,12464,2,2
terrorblade,1.8,678,610,42684,38771,3013,17043,1,1
magnataur,2.2,402,519,9640,30162,584,16861,0,2
silencer,4.67,372,587,15428,15449,336,2638,14,0
beastmaster,14.0,551,634,14512,22238,4975,8861,0,0
ember_spirit,12.5,700,869,49267,21774,1495,7426,1,1
juggernaut,4.75,825,850,41187,31808,24146,6315,0,0
skywrath_mage,3.38,386,626,20366,17464,250,5203,4,1
pangolier,8.0,757,924,30047,21782,1865,3974,2,0
monkey_king,3.33,406,584,12630,17450,417,12247,5,4
enigma,5.14,414,594,20602,25359,1211,6270,10,1
juggernaut,16.5,824,964,29778,23180,10310,4979,0,0
magnataur,27.0,675,981,20608,23103,3335,11454,0,0
tusk,1.38,418,487,17798,32019,33,4732,2,2
venomancer,1.0,297,313,21547,21492,100,2507,11,6
terrorblade,1.29,659,608,38427,25681,1288,3737,0,1
beastmaster,1.57,510,543,15711,17664,3446,1251,0,0
techies,1.25,334,507,17391,16809,381,1063,4,0
rattletrap,2.18,365,491,24856,36580,0,2479,15,9
spirit_breaker,1.9,492,641,18069,50816,340,6014,0,0
batrider,3.14,578,816,31069,33815,187,4526,2,1
skywrath_mage,2.3,358,465,36920,28213,112,3014,4,2
magnataur,2.5,620,744,18462,41900,2439,4858,0,1
windrunner,9.25,668,772,54893,30412,6419,16932,2,1
doom_bringer,3.43,577,686,17741,27556,1623,12115,0,0
chaos_knight,9.67,829,874,67173,33881,15510,9909,0,0
rubick,3.75,345,624,17867,18123,1003,4640,14,3
techies,3.71,420,666,33650,19404,4674,5814,5,6
antimage,2.75,761,787,21634,33948,10080,19171,0,0
queenofpain,5.6,804,784,71815,50535,4498,28322,1,0
undying,2.17,328,494,14866,43096,0,19401,20,2
techies,1.86,427,524,42813,32056,109,17368,3,4
elder_titan,1.8,394,564,19044,37364,1425,15840,0,0
monkey_king,2.92,431,640,27244,34773,3458,4912,9,8
axe,4.0,478,561,33727,35984,787,9206,0,0
morphling,7.5,766,793,48517,36459,17936,6196,0,0
viper,6.67,803,830,68824,45121,10970,7989,1,1
pugna,5.0,348,555,20037,17835,1462,1119,14,3
slark,1.71,542,634,15828,32943,1075,4224,0,2
pangolier,2.33,546,616,34049,26886,228,3933,1,1
oracle,1.22,250,362,9712,18083,0,4604,4,4
techies,1.0,304,353,26682,23661,0,3545,12,3
visage,3.0,469,523,23574,22501,2378,3101,0,0
enchantress,5.5,404,585,30345,15680,3524,1572,9,2
juggernaut,24.0,807,947,31868,23366,16867,4056,0,1
earthshaker,6.2,613,745,36522,25252,2036,4483,2,0
batrider,3.57,357,555,10631,17835,785,3713,7,4
doom_bringer,12.0,818,779,14708,27712,2534,4991,0,3
batrider,1.17,300,408,15297,21631,0,1615,9,3
slark,1.75,461,521,8973,16311,0,2373,1,0
queenofpain,2.5,593,710,21157,21098,711,2712,3,1
enigma,1.17,454,464,14796,15955,2459,1944,0,1
pugna,1.0,255,328,21680,17714,445,2555,4,1
enchantress,2.8,361,561,7704,18896,3034,4017,6,5
lina,13.0,701,766,27357,10643,100,7255,2,1
morphling,9.5,755,957,27510,21677,11629,2159,1,0
legion_commander,8.0,485,716,19028,19457,2967,4930,0,0
shadow_demon,6.5,400,524,11110,11230,697,1718,5,2
undying,5.0,317,465,5893,10826,281,5862,8,2
windrunner,19.0,634,749,20710,11295,2097,3697,2,1
skywrath_mage,12.0,320,451,11012,3164,969,1647,4,4
lycan,18.0,521,521,6221,8825,7937,2289,0,0
morphling,12.0,774,798,15761,9427,15879,2753,0,0
troll_warlord,0.5,560,697,7892,11027,0,1835,0,0
templar_assassin,1.33,503,582,12165,11068,0,3658,0,1
enchantress,1.0,473,432,15520,13255,1039,1644,1,0
bounty_hunter,0.6,205,226,4067,9357,0,2253,6,1
spirit_breaker,0.44,187,219,3893,14890,0,6966,8,3
venomancer,4.33,423,572,15560,15725,1260,2271,9,6
lion,4.0,291,512,11412,17567,235,1589,11,2
leshrac,12.5,801,846,36320,24842,13415,2374,2,0
monkey_king,4.4,751,840,35843,25118,7140,2567,0,0
primal_beast,13.5,542,740,23232,23148,2122,2710,0,0
slark,1.43,561,692,18583,32602,5098,2078,0,0
snapfire,1.86,533,572,30639,22151,3510,6225,2,0
beastmaster,1.88,464,501,12398,20464,4999,8159,0,0
rubick,1.67,334,497,24929,23559,50,5674,7,2
enchantress,1.0,378,457,19851,23591,1342,3044,11,7
morphling,10.0,670,753,15303,16615,757,2361,1,1
windrunner,0.67,311,363,11567,17423,0,4548,0,0
doom_bringer,0.67,535,472,8702,25594,0,6447,0,0
queenofpain,3.5,543,652,26174,19898,592,1832,2,0
enchantress,1.86,384,379,17440,19290,2049,5122,15,9
primal_beast,6.5,538,624,21477,21544,369,9130,3,1
rattletrap,6.25,382,405,18904,18651,0,4969,5,2
terrorblade,14.0,865,702,33947,19655,27224,4190,0,0
mirana,3.0,367,359,13083,13620,337,3586,10,0
ancient_apparition,19.0,466,527,12567,5716,0,403,0,1
keeper_of_the_light,3.5,286,336,13136,6373,31,908,2,1
shredder,1.75,468,488,18554,21537,0,1861,0,0
techies,1.14,250,267,14866,12194,3,898,12,5
medusa,0.33,441,472,7165,2514,30,1934,0,0
pangolier,0.57,411,465,10636,18505,213,1429,0,0
broodmother,5.5,622,746,14406,21359,6609,1393,1,1
rubick,3.75,280,414,7920,9461,262,1123,7,2
snapfire,13.0,557,727,15060,8976,574,730,1,2
enchantress,5.33,390,509,11105,9955,2545,329,6,3
faceless_void,16.0,690,885,12632,14606,661,1896,0,0
alchemist,6.75,746,840,23809,27972,14128,7409,0,0
beastmaster,3.0,535,521,16325,17021,4474,4609,0,0
bounty_hunter,2.0,325,424,8782,21217,854,6615,2,2
tinker,25.0,604,756,29950,4896,36,1376,2,0
enchantress,2.6,481,601,20919,24862,6729,6192,13,5
lich,1.64,374,474,16470,22958,170,5483,7,6
windrunner,5.25,583,779,23147,13956,0,2855,0,1
void_spirit,6.0,511,634,23012,26726,0,4001,1,0
disruptor,3.0,346,438,8869,14088,0,1611,6,2
monkey_king,2.75,655,744,24470,22057,576,12890,2,0
faceless_void,12.0,710,977,34641,16394,7924,4775,0,0
ember_spirit,36.0,680,895,52421,14821,945,4101,2,0
doom_bringer,13.5,576,606,12697,16250,656,4147,0,0
skywrath_mage,5.83,348,386,19540,14640,299,3475,8,3
undying,4.0,337,471,10881,26366,425,5991,9,4
slark,2.6,530,558,25572,24885,2695,5954,0,0
enchantress,1.1,321,294,8533,23395,1040,6658,8,5
void_spirit,0.58,436,532,20885,34792,39,7333,3,0
rubick,1.3,281,289,15338,18129,29,4141,7,1
underlord,2.43,447,443,18143,28979,1259,7835,0,0
pugna,1.23,242,375,15353,21618,903,2831,13,4
morphling,2.0,509,612,23399,35548,606,9492,0,1
batrider,3.5,466,594,24774,24885,183,4796,2,0
rubick,4.0,306,395,14613,12509,58,4088,3,0
spirit_breaker,2.62,567,697,15643,34154,193,12836,0,0
enchantress,3.86,445,614,18964,12861,5059,3357,6,3
riki,3.43,572,761,22810,20347,4484,5580,1,1
magnataur,4.8,548,778,16953,25679,2206,3112,0,0
techies,6.75,393,577,23205,12884,22,2645,9,5
void_spirit,10.67,767,917,46782,22011,14615,10795,2,1
lich,3.0,364,563,14447,17549,682,1366,15,5
leshrac,7.25,726,903,30749,31930,7484,6511,2,0
enchantress,5.5,469,730,27677,14836,6538,2857,2,4
doom_bringer,10.67,792,840,23576,22379,92,5647,0,0
bloodseeker,8.67,827,972,41623,23161,10768,5109,0,2
terrorblade,4.75,711,741,32015,30348,5592,7455,0,1
beastmaster,2.29,458,549,11528,23085,659,10157,0,0
queenofpain,2.57,539,730,29530,30651,616,6154,1,1
techies,1.33,294,396,25811,19332,421,5221,13,1
undying,1.5,292,381,11203,34656,54,6135,5,3
brewmaster,1.2,364,356,6507,11813,0,2209,1,0
underlord,0.83,427,455,12729,16081,95,828,1,0
lion,0.17,186,267,4824,11944,0,1658,3,1
enchantress,0.5,275,257,5343,19368,1167,1523,8,3
morphling,0.67,544,562,7094,15224,2719,760,1,0
nevermore,20.0,606,608,19975,6437,13446,3472,0,0
keeper_of_the_light,9.0,358,470,15821,4493,268,1060,9,3
dark_seer,19.0,485,513,9880,7093,515,2390,0,4
drow_ranger,15.0,638,599,20132,6805,6096,2390,0,1
rattletrap,9.5,326,489,11656,11669,57,3613,5,1
phantom_lancer,1.2,522,663,12966,23611,0,8087,0,0
enchantress,1.44,313,358,9089,17728,1606,10867,13,5
pangolier,1.25,525,561,17575,19916,100,4591,2,1
earthshaker,1.56,306,266,17621,16486,0,6245,2,2
doom_bringer,1.18,608,488,17164,28942,0,13853,0,0
oracle,2.75,325,388,8142,13326,0,568,10,5
primal_beast,12.5,617,819,29376,18509,1416,1193,0,0
terrorblade,5.25,810,695,23369,20950,22309,815,1,0
skywrath_mage,8.0,391,586,21971,9920,95,352,5,4
axe,30.0,592,661,27446,11710,124,2656,0,0
snapfire,4.0,439,619,13955,17737,605,6728,13,7
windrunner,9.0,716,812,23831,24000,8257,11478,0,1
meepo,12.0,900,947,25496,62641,13561,15974,1,2
axe,5.8,603,818,20492,24051,801,8365,0,2
dark_willow,7.75,442,642,15196,16111,877,5597,7,3
elder_titan,1.3,253,345,16308,20070,0,11282,11,2
medusa,3.0,763,706,61855,9699,4264,15526,0,3
enchantress,1.5,293,330,11778,17866,2504,8256,7,2
void_spirit,2.83,457,544,31044,24374,275,8992,1,0
ogre_magi,2.0,489,603,23555,24461,0,6362,0,0
enchantress,0.5,286,289,15901,19675,1462,9362,4,0
morphling,0.6,419,487,16461,21825,1018,8423,2,0
broodmother,0.5,424,461,8133,18448,588,11387,0,0
mirana,1.0,253,318,17084,15857,0,11136,8,3
ember_spirit,0.6,380,411,25691,22772,178,14717,0,0
meepo,27.0,819,1026,31924,28958,9852,4166,0,0
mars,9.33,517,578,16612,20815,1965,1333,0,0
storm_spirit,31.0,724,837,28540,13420,5984,1848,1,0
rattletrap,10.5,331,500,10752,13072,118,1561,5,2
silencer,12.0,330,443,10749,7005,1092,250,10,5
windrunner,6.2,612,750,27154,19460,6765,3671,3,3
terrorblade,5.0,758,692,11719,22667,16752,2749,0,1
crystal_maiden,4.38,439,594,26523,19503,56,1328,11,7
earthshaker,3.5,382,573,17511,19691,1030,2131,5,1
tidehunter,10.33,546,867,21534,21107,2295,4159,0,0
phantom_assassin,1.83,642,799,21786,19148,2131,5500,0,0
pangolier,2.71,490,480,27132,22246,271,6486,1,1
doom_bringer,1.71,568,525,11023,22628,0,10778,1,1
techies,1.58,311,466,27671,21603,237,11081,8,2
enchantress,1.88,280,327,14816,18923,1716,6142,10,3
techies,1.31,337,402,33526,21108,22,6245,18,5
queenofpain,2.5,550,677,85452,40046,758,10688,0,0
spirit_breaker,3.14,473,537,18478,31724,0,8509,0,0
morphling,2.67,673,675,34780,37543,721,8569,0,1
skywrath_mage,3.57,325,536,35237,19993,220,4947,3,0
batrider,3.56,454,592,21927,27502,1181,6044,6,10
ember_spirit,9.0,647,761,54063,26552,1341,18344,1,0
beastmaster,5.6,541,631,14914,16140,9150,3093,0,1
enchantress,4.0,461,610,31933,28571,4356,6424,14,3
meepo,6.75,765,869,27577,108362,15943,23471,0,0
queenofpain,5.75,627,701,59837,30697,3484,7960,2,5
lich,5.25,285,558,17766,11009,18,2194,18,3
alchemist,7.0,827,711,38449,33577,7309,12149,0,2
pugna,6.33,368,554,25589,11132,3101,2124,5,2
beastmaster,6.33,642,657,21094,29204,4804,5648,0,1
kunkka,2.17,549,601,21173,32634,1681,22433,1,0
undying,2.0,271,362,5403,32114,683,7516,18,8
morphling,6.5,740,779,44554,44580,13783,15631,0,2
bounty_hunter,3.33,388,489,12420,21966,1375,10988,0,0
enchantress,2.75,393,404,32397,31441,3025,10874,7,4
alchemist,31.0,964,890,33423,28030,16588,5553,0,0
storm_spirit,33.0,736,838,44561,23415,3700,3444,1,0
axe,4.8,593,740,22857,16065,1188,5608,0,2
skywrath_mage,15.5,397,658,22675,13877,832,2753,15,3
chen,8.0,447,462,4491,8564,2437,785,4,3
enchantress,1.0,331,266,11401,20227,773,10502,6,2
terrorblade,1.0,615,473,16627,22017,1266,7912,2,1
bristleback,0.36,420,477,24011,34776,47,14630,0,1
keeper_of_the_light,0.55,295,276,14323,19249,0,4914,11,3
pangolier,1.0,382,466,23589,27438,0,7904,0,0
ember_spirit,7.0,702,820,28464,11306,2034,195,0,0
shredder,16.0,651,709,17528,12093,960,415,0,0
lycan,4.8,517,458,6676,10325,9302,246,0,0
enchantress,7.5,418,396,8770,10639,3670,50,0,1
jakiro,3.5,374,402,10262,9345,6618,196,0,1
dawnbreaker,2.6,570,575,13677,14908,576,3360,0,0
tusk,1.0,255,230,8020,15476,57,4915,0,1
dragon_knight,1.0,431,421,7084,16086,812,2197,0,0
mirana,1.71,277,227,9338,10665,164,2353,0,0
razor,2.0,459,449,15589,14565,52,3996,0,0
batrider,1.86,472,603,26607,37741,0,11143,2,0
enchantress,1.08,272,403,25166,33709,733,9228,15,3
snapfire,2.0,430,395,21965,26690,127,4303,0,2
spirit_breaker,1.27,367,467,13394,33672,22,6133,2,2
naga_siren,3.0,731,620,18163,21960,3526,3917,0,0
pugna,3.11,392,532,21124,18559,3714,4081,13,4
primal_beast,12.0,587,696,26287,27369,2101,5211,0,0
ember_spirit,33.0,719,841,46364,20863,1101,14208,2,0
abaddon,8.67,785,844,43971,24841,16716,4509,0,0
skywrath_mage,3.67,321,502,16399,13663,278,3803,5,4
enchantress,0.89,327,378,15449,17575,0,2071,4,6
spirit_breaker,0.89,230,335,6851,16818,0,5531,8,1
ember_spirit,1.0,432,558,16354,20539,531,7180,1,1
sven,0.67,556,655,13889,20664,54,7245,0,0
dark_seer,6.0,425,469,17587,12430,0,3545,0,0
legion_commander,4.0,500,549,20109,18561,3220,2819,0,1
death_prophet,26.0,694,739,23103,15944,6912,4512,2,0
disruptor,5.5,338,445,7531,10013,31,1196,4,5
tiny,7.67,356,469,8487,10443,2420,1714,8,1
bloodseeker,22.0,851,952,28796,15169,13194,2342,0,0
underlord,16.0,673,815,25058,35831,8258,7129,0,0
undying,3.45,354,604,9361,48735,286,4675,21,6
storm_spirit,19.0,614,864,35650,31015,1160,3408,2,1
pugna,3.2,378,539,18741,27863,3069,2646,4,1
sniper,16.5,796,901,58661,19132,14399,1768,1,4
medusa,6.0,936,850,77511,7292,9924,20415,0,1
magnataur,1.8,487,624,17758,49426,529,11912,0,0
enchantress,2.62,412,685,20534,33859,2487,13246,18,8
keeper_of_the_light,1.42,250,440,12410,24015,79,4687,6,8
pangolier,2.33,570,705,34363,32879,243,7951,2,0
muerta,7.0,844,929,45152,22552,14312,2093,0,0
chen,5.83,438,452,9066,11523,4369,2268,0,2
ember_spirit,7.8,704,958,47113,18442,2677,2114,0,0
mirana,6.29,496,628,19536,21883,852,1101,0,7
nyx_assassin,4.14,431,574,21301,24601,4949,2236,0,0
undying,1.0,293,293,7376,30348,46,2007,0,2
alchemist,1.78,719,607,21240,24070,0,2943,0,0
underlord,1.58,459,503,15904,32427,101,3131,0,1
rubick,2.36,352,339,19204,22615,54,6022,0,5
void_spirit,4.43,525,809,35277,32708,668,4451,0,0
undying,1.83,303,419,6091,19845,0,3081,16,3
void_spirit,2.6,464,545,20114,32480,662,7418,1,1
enigma,0.73,284,363,18258,22740,979,5427,4,5
dark_seer,4.67,445,439,17534,28316,308,9028,0,0
morphling,2.33,723,749,27309,29771,5424,6593,0,1
terrorblade,22.0,868,766,36467,22896,22108,1902,0,1
ember_spirit,25.0,698,770,48224,15191,2443,1323,2,3
batrider,4.5,397,567,15723,17780,404,949,6,3
doom_bringer,2.25,533,479,14373,25446,160,1746,0,0
rubick,4.2,368,502,18365,7993,325,738,13,4
mirana,2.0,305,346,13361,17126,67,6967,2,3
tinker,2.0,450,591,26514,11046,0,9650,2,0
spirit_breaker,0.67,272,334,8995,28099,0,16849,9,3
slark,2.0,497,592,9814,28416,2037,16718,0,0
batrider,2.0,447,497,20897,21427,0,5245,0,0
undying,4.6,387,524,5963,16872,880,2326,10,3
juggernaut,11.0,743,766,16628,15869,18953,4889,0,0
venomancer,7.67,578,582,32206,12521,3497,2020,0,1
shadow_demon,8.33,348,473,18487,13379,341,3078,3,3
queenofpain,22.0,607,699,32830,20940,4375,4256,3,3
monkey_king,0.43,243,295,7861,18177,0,4972,3,2
phantom_assassin,2.25,546,717,9618,11769,822,5508,2,1
lich,1.38,245,311,11185,13044,0,5111,8,6
doom_bringer,0.78,443,372,8388,18754,0,1695,0,0
invoker,1.67,427,447,16904,15808,947,9314,2,0
queenofpain,21.0,618,857,22372,11578,2457,5229,2,0
undying,8.67,398,434,9396,15147,1453,7242,6,4
huskar,6.0,697,731,21788,11385,10561,3667,1,0
windrunner,6.0,593,723,15519,6636,5954,4369,0,2
skywrath_mage,3.8,324,386,8477,9210,402,3373,5,4
monkey_king,1.09,510,584,20464,25811,166,8245,1,0
ember_spirit,5.2,667,759,64291,26075,1924,14389,1,0
bounty_hunter,2.3,454,399,18265,37314,198,14158,0,1
skywrath_mage,1.8,321,359,24696,25773,0,8341,3,1
crystal_maiden,1.45,236,311,13178,22723,193,6307,17,6
slark,9.75,712,799,41646,37430,11885,18315,0,2
riki,5.71,611,797,48640,28453,5757,11652,2,2
undying,4.38,465,535,16000,32075,1360,17042,0,1
keeper_of_the_light,6.8,533,647,15934,16864,582,5384,4,1
jakiro,2.25,336,393,15476,26072,3192,6796,13,5
dragon_knight,0.4,414,463,9279,21724,1610,1094,0,0
phantom_lancer,0.0,437,418,10100,14560,133,1662,0,0
centaur,1.33,347,405,6547,16581,8,2688,0,0
skywrath_mage,1.0,240,209,13055,9356,57,2158,0,2
chen,0.33,241,184,4276,10800,682,610,0,2
ember_spirit,19.0,600,724,24982,12225,2283,5946,0,0
sand_king,14.0,484,486,9595,10331,1161,6669,0,0
undying,4.25,319,281,5257,7353,590,2226,0,4
monkey_king,7.5,721,667,18962,8368,16081,3998,0,0
snapfire,18.0,378,400,14225,4980,1605,1994,0,1
doom_bringer,0.67,453,388,10993,20995,1450,307,0,0
ember_spirit,3.33,456,535,22885,15426,0,161,1,0
skywrath_mage,1.0,266,341,11771,12541,0,66,6,2
furion,3.33,788,749,15232,9036,2090,153,0,0
mirana,1.86,260,348,10566,14011,38,196,8,8
centaur,3.8,501,542,9792,25181,2581,6590,0,0
chaos_knight,21.0,711,712,23084,7023,5835,1760,0,0
nevermore,4.33,639,681,13107,12428,13132,4291,1,0
undying,12.0,391,511,7186,17127,1426,4540,13,4
techies,6.33,410,542,18840,9688,3592,2488,2,4
templar_assassin,15.0,665,698,13482,5400,6496,1886,1,0
drow_ranger,11.0,601,619,8938,4309,6270,1025,0,0
undying,8.0,337,427,5749,10241,455,1488,4,3
enchantress,5.67,463,414,14535,8172,2950,791,6,8
beastmaster,19.0,583,646,8010,4813,6076,136,0,0
techies,0.57,245,270,9825,8650,0,1646,2,2
shredder,1.33,500,523,8649,12744,0,2383,0,0
juggernaut,0.33,399,445,4078,12537,0,4530,0,0
snapfire,0.38,269,286,6457,11134,0,1193,9,4
visage,1.0,377,415,3926,5649,1845,2603,0,0
snapfire,17.0,702,838,22184,11755,4847,2739,2,0
rubick,6.33,358,496,12651,7934,310,2446,5,0
primal_beast,21.0,536,639,14854,17529,1171,4930,0,0
silencer,5.33,305,442,9419,7814,892,1853,8,3
juggernaut,6.0,697,782,21652,24749,12033,5943,1,1
