heroId,kda,gpm,xpm,damageDealt,damageTaken,towerDamage,controlDuration,wardPlanted,wardDestroyed
juggernaut,3.56,767,774,55689,58465,14214,18363,0,1
queenofpain,5.67,698,768,61803,51060,5630,10812,2,0
techies,3.0,458,609,31328,33619,3140,8912,8,5
spirit_breaker,3.3,711,739,27268,45379,1341,9085,0,0
void_spirit,2.5,360,607,15961,35166,56,5165,11,5
windrunner,2.42,595,715,44859,35998,2189,12533,2,0
silencer,2.8,356,584,18808,21320,270,4172,14,6
medusa,4.57,1011,864,79997,5596,25824,10894,0,2
magnataur,2.0,494,756,17791,43897,684,6675,0,1
batrider,7.6,728,921,53424,37197,430,14214,2,1
doom_bringer,2.82,724,708,17102,54243,1443,22176,0,0
slark,3.25,623,801,24936,38905,3304,13681,0,1
snapfire,5.0,446,668,30608,28792,1845,14092,9,5
rubick,5.43,385,678,15907,18279,236,10220,15,5
medusa,9.0,910,843,50462,3241,20899,9553,0,0
ember_spirit,5.0,588,804,37593,26001,2312,8558,1,0
underlord,5.25,494,693,17325,29857,1245,20393,0,1
batrider,3.83,435,642,14175,18630,383,7270,8,4
shadow_demon,4.0,395,566,22549,13073,499,3900,11,4
juggernaut,2.29,704,891,25118,40559,4791,9782,0,0
storm_spirit,3.8,591,760,24633,22810,96,6639,1,2
tidehunter,2.0,511,650,10091,41006,2652,8048,0,0
windrunner,2.62,402,468,11980,16407,465,5457,4,0
venomancer,2.71,380,552,18980,21322,74,3206,13,3
techies,2.0,414,630,27695,27859,151,10174,16,7
faceless_void,7.4,808,841,38859,42231,11230,11117,0,1
dark_willow,3.57,640,772,33948,29373,6750,9062,1,1
batrider,9.25,728,887,39142,39182,2282,14671,0,0
slark,4.86,433,686,9513,31997,1341,6134,9,4
disruptor,2.36,286,498,14783,24955,55,2933,24,7
medusa,2.62,721,717,40217,9809,5038,12489,0,1
queenofpain,5.8,700,787,74469,34217,3916,9393,1,0
spirit_breaker,2.73,494,688,24306,47065,0,7748,2,0
bloodseeker,1.7,428,612,16867,33111,472,7117,0,0
pugna,1.67,277,318,4753,8348,2353,1618,5,2
storm_spirit,0.75,452,448,8904,14094,59,1995,1,0
bloodseeker,4.0,489,543,5671,12263,153,2060,0,0
spirit_breaker,2.5,448,477,5699,20345,158,1824,0,1
dark_willow,2.0,246,250,5786,8561,0,1110,7,1
abaddon,9.0,526,490,5408,5952,7342,5699,0,0
ember_spirit,13.0,527,561,18496,10037,2575,2592,2,0
techies,4.0,348,348,12350,8492,496,2930,3,1
mirana,6.0,299,362,8371,5507,1053,1357,10,1
medusa,8.0,833,684,18986,825,20111,6756,0,2
faceless_void,1.25,438,433,2313,12301,0,3331,0,2
ember_spirit,2.5,505,521,17233,15953,339,3671,0,0
magnataur,2.25,441,469,4604,18483,230,1688,0,0
abaddon,0.62,232,276,4079,15651,0,3256,10,3
keeper_of_the_light,3.33,280,287,9295,6516,0,976,3,2
medusa,5.5,805,699,19924,1830,21916,1083,1,0
pangolier,7.5,578,659,19338,12000,1095,721,0,0
primal_beast,17.0,479,497,12246,8690,1532,1736,0,0
skywrath_mage,6.0,328,374,8660,5662,702,616,5,4
bane,3.75,335,377,8736,9342,27,1499,7,2
pangolier,1.2,547,606,18718,25121,0,8874,2,1
lion,1.86,272,442,8524,13352,0,5205,4,0
faceless_void,1.14,480,595,11323,20573,0,11971,0,0
batrider,2.17,552,734,17875,24283,293,9169,1,1
techies,0.67,316,349,15907,17978,0,7497,8,3
shadow_demon,2.57,325,477,12314,18615,843,1673,7,2
void_spirit,8.33,605,681,24451,22823,3612,3125,1,2
ogre_magi,25.0,639,801,13942,13003,4795,1950,0,1
medusa,18.0,842,973,28843,2577,13903,2735,0,0
skywrath_mage,6.0,371,524,21757,15329,198,892,9,5
medusa,7.67,961,825,67912,8869,21392,11289,0,4
lion,2.0,306,469,9901,17674,0,4415,9,1
tiny,2.12,534,682,31561,37213,1711,9917,2,0
batrider,1.9,405,567,19379,22658,0,5903,11,4
beastmaster,2.44,558,707,14663,16865,3861,4987,0,2
terrorblade,7.25,834,723,29046,30262,14568,2297,0,0
pangolier,5.5,622,780,31041,25391,604,2228,1,2
legion_commander,3.0,427,540,14378,36183,1710,2380,0,0
skywrath_mage,4.0,305,549,17449,21595,328,363,8,1
dawnbreaker,5.4,398,495,11365,29985,92,1555,12,6
medusa,4.71,905,809,65565,12310,12395,21005,0,4
storm_spirit,4.5,745,757,38583,36116,1302,18398,2,1
shredder,8.2,803,757,85207,40879,5677,27042,0,1
bounty_hunter,3.67,468,559,8039,26020,971,13980,8,4
crystal_maiden,3.3,417,528,23184,25359,566,11350,16,5
oracle,1.65,295,263,9936,38769,63,7022,5,3
riki,6.17,582,925,38383,45838,7871,12054,2,3
rubick,2.83,360,447,12708,30756,165,6307,18,1
terrorblade,3.83,857,787,55981,54784,13869,12375,1,1
doom_bringer,4.25,635,557,23676,50431,48,15590,0,2
windrunner,27.0,646,701,27509,9139,1145,4987,1,1
vengefulspirit,4.17,324,513,9930,8311,1608,3935,3,1
undying,22.0,319,432,6908,4602,91,4800,9,6
doom_bringer,8.0,813,783,11250,9692,978,3770,0,0
medusa,11.0,768,755,16290,28,10257,4739,0,2
alchemist,0.83,459,379,6647,16715,0,1688,0,0
void_spirit,0.29,318,344,5447,16432,0,2513,2,0
batrider,0.2,342,380,5429,17509,29,1278,0,0
mirana,1.0,219,233,6334,9055,0,654,3,0
crystal_maiden,0.64,220,250,7915,12176,0,627,6,3
doom_bringer,16.5,763,871,38278,37370,1083,5492,0,0
pangolier,4.67,566,691,40288,32243,731,3798,2,0
undying,3.1,379,638,11088,47836,99,4554,18,6
terrorblade,8.0,966,894,42494,46894,21566,4686,0,2
shadow_demon,3.57,424,639,25413,21421,1808,1762,4,3
keeper_of_the_light,0.93,321,465,20532,36975,0,5829,10,2
dark_seer,5.0,848,990,66908,42802,2436,7793,0,0
beastmaster,1.71,553,764,31347,38765,837,7242,0,1
vengefulspirit,1.7,302,499,19590,30321,0,4218,13,5
medusa,2.0,811,885,47387,8698,3102,14040,0,0
keeper_of_the_light,22.0,376,438,10511,4584,46,433,6,3
antimage,12.0,509,461,12017,8394,146,0,0,1
storm_spirit,3.0,514,634,8600,6425,464,1358,2,0
bloodseeker,14.0,598,557,9572,6065,795,307,0,0
tusk,4.2,340,401,5949,9718,0,310,0,0
mirana,1.2,211,178,6487,7039,0,2221,2,1
ember_spirit,1.0,329,339,9019,12062,410,6674,1,0
alchemist,1.0,241,228,5720,10900,0,2390,5,0
bounty_hunter,0.38,270,225,5727,12472,22,3095,0,0
medusa,0.7,339,296,8233,4176,201,5101,0,0
disruptor,22.0,375,544,9489,7994,195,4404,11,5
juggernaut,9.0,723,846,24436,19316,11926,6773,0,2
primal_beast,8.5,598,704,11402,28445,1715,7267,2,0
dark_willow,10.5,354,455,15336,9203,200,1185,2,3
doom_bringer,1.14,620,631,7450,19605,1112,4023,1,0
medusa,2.0,650,621,21612,4888,3454,6212,0,0
death_prophet,3.0,618,656,22218,12454,4878,4434,1,0
axe,1.17,495,528,12527,18576,0,6576,0,0
techies,1.29,254,323,19711,11978,1076,2861,5,3
spirit_breaker,1.38,295,395,8495,20217,567,4547,10,1
enchantress,10.0,387,406,9492,4255,316,0,4,1
medusa,4.0,529,606,5231,536,428,0,2,1
dark_seer,14.0,564,556,6929,3940,96,3,0,0
rubick,6.5,316,402,8882,5256,128,187,1,3
ember_spirit,16.0,454,535,11992,8052,283,337,0,0
disruptor,0.2,138,152,3846,9132,0,520,2,1
tinker,0.12,277,278,6526,8198,0,2053,1,0
legion_commander,0.6,289,282,3290,10664,0,477,0,0
techies,3.0,243,287,4686,5023,45,439,3,0
juggernaut,0.5,332,296,3691,9509,0,532,0,0
winter_wyvern,1.27,325,523,16695,27036,257,10390,21,3
medusa,5.6,1030,1004,63205,4614,17383,17227,0,1
doom_bringer,2.11,684,756,26921,42231,1279,21414,0,0
windrunner,2.0,458,690,21348,26263,5546,9520,2,5
skywrath_mage,3.0,303,560,18682,20738,312,9280,3,5
bloodseeker,4.0,701,812,38809,37060,745,14824,0,1
rubick,3.22,306,488,10593,19561,68,6613,9,5
underlord,4.29,537,725,13808,38302,1184,20422,0,0
puck,12.67,610,716,43498,28684,109,15235,2,1
lich,2.33,336,511,14174,23168,0,6239,13,6
techies,3.17,318,424,15021,15810,0,2273,15,5
queenofpain,7.33,688,841,39850,30639,972,9044,2,0
axe,2.5,535,620,15504,29276,168,7478,0,1
skywrath_mage,4.2,356,549,13180,20030,461,3089,3,1
morphling,17.0,765,723,28774,27641,25778,11141,0,0
rubick,2.22,290,411,17350,17689,0,1522,6,1
ember_spirit,6.0,484,652,37560,28825,982,17987,1,2
shredder,2.67,496,453,15255,33004,2366,13117,0,0
batrider,1.62,348,432,16091,26244,0,15099,12,3
medusa,3.5,634,624,37140,4517,5811,10543,0,2
medusa,1.5,640,649,28021,4794,901,17327,1,2
windrunner,1.0,406,433,22209,29004,1580,13543,2,1
spirit_breaker,0.86,392,546,10623,31716,684,9831,0,1
keeper_of_the_light,1.5,333,388,23425,14654,0,6702,3,3
oracle,0.83,198,295,7008,13847,34,6822,16,3
magnataur,24.0,594,738,11083,22405,5570,6280,0,0
puck,24.0,680,789,34913,15309,7203,3192,2,2
alchemist,12.5,957,790,28793,21137,6983,4000,0,1
lich,5.25,311,519,8967,11853,0,1891,10,3
dark_willow,11.5,310,563,10259,20582,3984,3002,10,5
antimage,5.0,883,887,7245,12317,13144,5854,1,0
void_spirit,11.5,765,759,24090,15008,9744,7775,1,3
bounty_hunter,3.5,429,471,6445,11092,128,9896,4,3
lich,6.33,374,439,11734,8869,516,3456,9,4
magnataur,6.0,502,525,3902,11315,2193,7610,0,2
medusa,2.33,690,635,12624,2099,4022,2299,0,0
puck,2.75,380,422,15674,14335,106,3577,1,0
rubick,1.25,275,344,9888,9514,255,3080,2,1
venomancer,1.38,306,312,13715,10785,170,2817,10,6
beastmaster,1.0,326,309,6700,16683,3405,6068,0,0
venomancer,2.7,520,631,26568,36169,2045,7003,12,5
slark,4.8,667,773,41448,67888,15371,7515,0,5
queenofpain,4.29,709,778,71702,52081,3563,9114,2,1
beastmaster,3.14,556,641,10893,51816,9751,5403,0,0
keeper_of_the_light,9.0,518,629,17963,27472,434,3596,15,3
mirana,4.17,429,666,20765,33311,575,9649,13,8
batrider,2.56,374,548,23384,38640,282,18744,0,1
medusa,4.8,860,891,77999,5477,8510,18726,0,3
magnataur,5.2,327,663,19684,39576,0,16975,14,3
ember_spirit,3.75,772,877,93594,51570,881,25032,2,0
snapfire,9.0,639,729,29218,10571,7672,3125,2,2
dark_seer,5.4,548,689,16122,18426,4351,6346,1,1
medusa,4.25,836,789,34632,2336,18692,8690,1,1
silencer,15.0,334,534,15602,7239,786,1206,12,2
spirit_breaker,2.0,372,541,14407,30362,397,6069,3,0
terrorblade,2.25,615,641,8490,19119,3525,4702,0,0
undying,1.78,347,397,7402,30973,126,10584,15,5
windrunner,2.0,447,514,16969,23758,3352,9994,2,2
techies,1.25,323,386,15835,18978,72,8430,2,2
doom_bringer,12.0,760,736,20238,17153,449,10836,0,3
puck,3.29,590,745,27643,28680,1732,3554,2,0
faceless_void,6.4,753,883,33253,44490,3479,6507,0,1
shredder,6.25,752,790,34972,50789,4566,7894,0,0
pugna,2.8,355,551,21904,22911,6222,2104,3,1
shadow_demon,1.47,382,503,16174,27732,932,3202,18,7
rubick,3.71,417,577,24048,21977,1528,4787,10,1
mars,3.14,463,636,26559,39106,1244,5663,0,1
storm_spirit,3.71,473,618,27039,35940,532,5130,1,3
medusa,6.5,781,833,80644,6823,7785,6478,0,1
undying,2.8,302,399,16312,30100,319,3162,10,2
shredder,0.67,516,591,10289,17919,0,3726,1,0
puck,0.75,420,425,9494,12741,196,3167,2,1
techies,0.5,252,229,9339,12607,278,1818,5,0
pugna,0.5,259,311,10681,17856,1854,2900,7,3
medusa,0.25,670,582,12975,2192,576,3140,0,0
undying,7.0,348,571,6265,11992,905,515,11,2
storm_spirit,23.0,709,721,20535,16886,3384,1823,1,1
lycan,23.0,575,540,7762,9550,11815,805,0,0
skywrath_mage,12.0,347,540,9928,7320,774,377,5,3
furion,18.0,911,950,18825,7030,15299,839,0,0
venomancer,3.89,410,540,20080,18556,1774,6087,8,5
medusa,15.0,964,980,48200,2620,23187,7684,0,1
spirit_breaker,7.2,532,739,18782,21321,1553,8212,0,0
rubick,3.5,421,554,15894,16093,183,6929,8,5
tiny,3.43,494,687,21632,26639,1833,10740,2,0
nyx_assassin,1.0,231,341,10008,22704,0,2892,8,3
terrorblade,1.8,532,634,23393,33365,1204,5378,0,0
magnataur,3.2,577,716,14529,28992,20,4963,2,0
skywrath_mage,1.4,285,372,15794,21832,0,7055,5,4
lycan,7.33,579,690,21505,17695,3795,3800,0,0
techies,3.57,484,517,19744,30167,21,6184,21,7
windrunner,9.25,536,585,20922,38380,7982,7186,1,2
void_spirit,9.5,699,801,41325,43368,7135,12740,0,1
clinkz,4.0,576,592,36196,27088,11191,5011,5,6
dark_seer,13.0,594,748,52433,37896,1644,11132,0,0
medusa,4.2,975,827,71251,16534,21836,14315,0,5
bounty_hunter,1.9,515,588,31271,38168,947,4955,1,2
skywrath_mage,1.45,308,551,21786,32528,0,5454,11,6
pugna,1.38,357,497,31241,25878,4433,3877,15,4
centaur,1.64,430,494,21350,57512,875,9468,0,0
templar_assassin,13.5,866,755,42942,13615,17081,8165,2,4
bounty_hunter,3.86,367,572,12580,23534,460,5653,5,5
techies,2.86,367,572,29134,22279,569,4841,21,3
medusa,5.4,969,773,77486,6636,12313,14160,0,0
void_spirit,7.0,665,667,46685,29760,2062,7649,0,3
chen,1.7,381,391,4950,25776,152,2498,11,5
shadow_demon,2.62,323,499,14310,31126,0,4128,15,5
phantom_lancer,4.75,787,729,25836,56222,1951,2602,0,3
shredder,3.0,548,696,35585,61613,358,7806,0,2
magnataur,4.25,664,828,15143,34090,883,3868,1,1
medusa,23.0,807,851,29950,5138,14005,6561,1,0
crystal_maiden,4.0,360,520,20570,21666,1194,5179,11,1
skywrath_mage,21.5,435,573,28716,15145,653,4423,5,1
earthshaker,13.0,781,1042,55275,35503,9391,6443,1,0
doom_bringer,12.67,654,734,20174,26884,1978,8407,0,0
sniper,1.2,541,576,35606,23217,0,8973,0,0
spirit_breaker,0.93,369,448,10132,42362,175,13603,4,2
shadow_demon,1.08,317,501,17709,23488,0,8662,13,0
dark_seer,0.79,393,378,17892,30033,0,7956,0,1
pangolier,1.0,487,674,22997,35585,0,12266,1,0
medusa,5.12,780,806,63573,4030,29367,5766,0,2
undying,4.5,483,728,21451,39218,2001,4343,13,3
primal_beast,5.57,562,790,43437,38650,965,6213,0,0
batrider,5.22,429,726,27268,27484,422,2427,6,2
pangolier,12.25,723,937,58340,31283,1239,7198,1,0
disruptor,1.39,375,469,11848,33809,190,3378,15,3
shredder,2.8,753,920,63323,54116,819,6317,2,0
slark,2.6,644,866,27497,49670,1795,6332,0,1
lion,1.31,375,489,11514,29927,422,2464,5,1
broodmother,2.18,585,801,26483,46547,6641,3260,0,1
storm_spirit,3.0,561,690,42176,47158,1376,7571,2,4
medusa,3.0,833,836,56552,6608,11140,6707,0,6
doom_bringer,1.75,611,656,18724,42254,555,5800,0,0
mirana,2.33,315,515,14721,24951,0,4763,17,3
chen,2.33,326,440,11287,24611,1034,3505,12,4
pugna,4.8,440,544,29080,19865,5705,4483,8,10
juggernaut,4.75,835,888,25928,45278,22942,7779,0,2
ember_spirit,8.0,838,830,51566,21965,704,4397,2,3
beastmaster,6.5,556,792,23459,43337,5013,8322,0,2
skywrath_mage,4.0,299,515,15549,13015,212,3791,21,3
leshrac,7.0,693,815,48476,44027,5997,3472,2,0
pugna,2.89,297,455,20055,21462,151,506,12,4
medusa,7.67,790,778,42165,5481,6790,5668,0,0
spirit_breaker,7.67,661,811,28000,43410,1568,3709,0,0
clinkz,1.8,456,640,30560,29208,5114,4402,11,6
chen,6.0,349,532,7524,19693,2193,1864,9,2
pangolier,4.0,573,775,28052,37532,1166,2795,2,2
juggernaut,4.0,764,838,42222,37356,9818,4883,0,0
doom_bringer,3.0,617,692,20150,47140,744,5816,2,0
techies,2.44,442,641,45640,27535,227,1989,12,3
underlord,16.0,482,470,9272,5824,615,182,8,0
void_spirit,19.0,537,580,21084,6150,860,678,2,1
pugna,16.0,272,327,8966,3922,1999,2091,7,3
medusa,13.0,678,589,15419,381,2676,4505,0,1
techies,19.0,361,410,15455,3765,164,888,2,1
arc_warden,0.25,368,420,5291,18877,0,1593,0,0
tiny,0.25,390,395,5719,13704,0,1222,3,0
doom_bringer,0.2,428,351,3023,15262,397,1031,0,0
undying,0.12,181,131,3093,16658,0,873,4,1
keeper_of_the_light,0.0,268,248,2916,5695,15,245,2,0
medusa,17.0,785,698,25603,520,20408,4486,0,0
tiny,9.5,467,617,28072,13342,1809,1541,1,0
magnataur,3.75,570,788,14140,17579,2700,1139,0,0
keeper_of_the_light,18.0,375,576,13967,5133,185,359,6,9
spirit_breaker,3.17,359,552,15320,20064,172,1822,13,4
batrider,1.67,346,458,12144,16410,98,654,9,7
faceless_void,4.0,634,749,7082,13224,447,633,0,0
dark_seer,1.5,479,477,9574,19122,401,262,0,0
doom_bringer,1.57,410,446,8289,25446,40,1045,8,1
void_spirit,6.0,532,506,19549,22900,1052,1419,2,2
lich,2.29,293,520,13852,19664,184,2495,13,1
windrunner,31.0,722,834,31117,17833,4004,10071,2,2
enigma,6.5,560,574,14608,15307,7650,3364,0,0
doom_bringer,3.17,467,567,13386,23744,382,3053,5,2
bloodseeker,2.86,661,823,25452,25178,4392,2588,0,0
medusa,3.25,709,643,21752,3663,7908,9692,0,1
queenofpain,1.8,561,616,23440,22562,0,3502,1,1
legion_commander,3.6,524,604,26886,29879,470,9288,0,1
techies,1.6,300,443,20868,17194,977,6807,6,2
undying,1.3,266,400,8780,25117,0,4003,13,2
windrunner,2.0,633,660,27305,32848,3031,6177,0,1
beastmaster,4.75,764,761,39111,32953,1350,4356,2,3
silencer,1.42,272,448,11925,22724,257,3899,14,1
dark_seer,4.75,563,649,31023,28137,765,4862,0,2
bane,1.56,266,480,12292,22901,156,2238,9,2
faceless_void,5.25,743,832,36774,29124,6961,10440,0,0
void_spirit,6.0,670,754,48162,38548,12132,22323,2,2
medusa,6.75,661,732,20201,11261,6173,17600,0,0
enchantress,4.83,432,628,22523,20454,4708,11667,13,7
shadow_demon,3.0,383,595,12033,20575,1114,11110,8,3
venomancer,23.0,380,369,11508,5832,793,0,2,3
magnataur,21.0,591,716,14200,12274,1789,150,1,0
bounty_hunter,6.0,416,396,11157,7870,575,165,7,1
dark_seer,7.67,576,515,10818,12042,215,213,0,1
terrorblade,22.0,712,607,10485,9750,10280,0,0,0
medusa,0.71,392,380,11967,6331,0,8527,0,0
rubick,0.62,193,230,6302,9619,0,6820,2,1
omniknight,1.17,192,217,6385,14628,0,4380,8,1
zuus,0.67,363,343,20264,18648,0,5524,0,1
centaur,0.6,366,396,2850,8942,344,7789,0,0
terrorblade,4.5,608,531,17803,21652,17,4126,0,1
lich,1.14,217,297,6485,16678,84,2095,12,5
doom_bringer,1.67,610,521,7288,20759,308,1820,0,0
nyx_assassin,0.67,230,311,5274,19741,0,1799,2,0
pugna,2.0,418,467,19248,16315,4877,2233,2,0
undying,12.0,339,369,5238,7386,213,1621,14,2
beastmaster,5.0,486,531,11605,12197,3999,7590,0,0
medusa,10.0,732,709,25167,1980,19941,4583,0,1
clinkz,4.0,414,458,16111,12895,9349,4606,0,5
ember_spirit,8.5,596,689,37024,21640,2710,6613,2,2
silencer,6.33,328,415,10750,7586,727,2673,13,9
medusa,3.6,891,799,59615,7744,14416,13155,0,4
ogre_magi,4.5,536,624,17331,20138,1444,6113,0,0
keeper_of_the_light,2.86,379,511,16263,12899,210,4166,9,4
void_spirit,6.67,548,660,29200,23534,4563,9871,0,0
monkey_king,2.4,575,653,14600,27239,2020,15124,0,0
enchantress,3.0,389,369,12251,21653,2062,9798,11,4
skywrath_mage,1.0,224,270,9010,22846,463,8501,5,2
storm_spirit,5.0,504,588,17025,33386,1507,13304,1,0
axe,4.33,548,798,20565,27703,163,12996,1,1
medusa,5.0,955,770,62102,2984,22484,7175,0,0
spirit_breaker,3.25,611,753,25653,41424,460,16706,2,0
shredder,6.25,630,747,53764,30809,2105,13809,0,0
windrunner,4.5,354,595,11008,21315,976,10225,5,4
undying,3.14,378,598,9754,23402,196,6655,16,3
skywrath_mage,2.29,266,484,15410,23886,0,4461,14,9
primal_beast,5.5,570,694,30499,37562,0,4322,1,0
naga_siren,2.67,827,718,25477,49544,19381,5184,0,0
enigma,2.67,535,706,26721,22141,2677,2733,0,2
batrider,3.0,385,576,21827,29148,204,3103,6,1
medusa,1.33,473,527,5470,2030,470,3709,0,1
lina,0.8,449,457,14198,12961,80,3533,2,0
tidehunter,0.62,406,396,7452,18520,1591,2370,0,0
techies,0.7,240,200,11986,14505,116,3896,3,0
silencer,0.78,213,179,8949,10773,0,2138,7,0
juggernaut,20.0,701,757,12820,9400,9052,2133,0,0
sniper,22.0,685,788,24072,4332,6231,2736,2,2
shadow_demon,3.17,362,380,5492,9688,2149,4702,3,3
enchantress,8.0,333,405,6732,10979,3933,3013,6,3
snapfire,22.0,475,444,9694,13656,1401,7321,0,0
grimstroke,1.0,290,334,13909,12563,0,303,3,0
pangolier,0.71,393,420,12143,17835,0,237,1,1
enigma,0.75,401,386,5601,10505,1903,0,0,0
techies,0.43,258,321,9348,13690,93,330,10,5
monkey_king,1.2,394,400,14488,18940,0,258,0,0
pugna,19.0,348,531,12527,8847,3437,801,6,5
dark_seer,25.0,495,525,12286,7940,59,856,0,0
primal_beast,22.0,514,696,17128,19327,504,5212,2,1
spirit_breaker,5.75,336,569,7252,17007,329,2278,6,1
medusa,21.0,874,849,24340,2368,12241,4789,0,1
medusa,10.0,895,919,27466,880,16251,8741,0,1
tidehunter,14.0,549,652,12259,14386,1280,13165,0,0
mirana,25.0,419,658,13952,10039,2300,9754,4,5
ember_spirit,2.8,545,726,15329,15449,690,13015,2,3
shadow_demon,2.75,417,490,15944,13832,0,8400,9,4
faceless_void,1.33,476,642,4316,19078,0,4057,0,0
silencer,1.0,221,370,9426,9814,0,1932,10,5
sniper,1.14,553,581,17308,15752,235,3965,2,4
monkey_king,1.5,356,461,13639,19195,0,5636,3,1
batrider,1.43,476,527,9897,21111,72,5224,2,0
venomancer,2.0,422,463,17980,13932,1730,7727,8,5
legion_commander,3.17,467,528,20284,21156,1205,7497,0,1
medusa,3.0,955,900,41882,2384,22378,10310,0,0
pugna,7.67,348,477,17357,8971,2176,8050,10,3
storm_spirit,2.57,566,730,19319,24888,2311,9288,1,4
nevermore,6.0,613,754,22988,30404,703,5870,2,1
juggernaut,2.17,653,771,12256,21110,2115,2448,0,1
silencer,2.18,292,450,10665,22201,0,2363,9,2
visage,3.6,522,576,9023,20049,1834,5863,0,1
monkey_king,5.0,415,658,16399,23058,148,11359,7,4
faceless_void,3.5,599,729,16981,26788,0,3418,0,0
pangolier,2.8,528,611,25058,24914,391,3652,1,2
doom_bringer,2.5,666,676,15040,32746,0,5635,0,0
pugna,1.18,322,362,21184,24036,1799,6191,6,3
silencer,1.5,268,389,14697,16398,41,1391,12,4
medusa,8.5,773,846,25168,1725,13950,6242,1,1
bounty_hunter,6.0,585,605,30662,28760,720,10847,1,1
shadow_demon,3.75,376,466,19574,15361,3026,4875,13,6
batrider,3.0,481,517,18489,24961,0,10648,4,2
void_spirit,12.5,605,770,30989,22153,3041,7977,0,1
disruptor,2.0,241,312,5638,8270,181,1442,8,4
pangolier,1.67,496,544,8106,12493,1176,1269,2,0
snapfire,2.0,288,367,3205,8671,320,1915,5,3
broodmother,2.0,391,395,4347,8431,1911,939,0,0
juggernaut,0.25,615,671,7185,21430,1014,4900,0,0
medusa,10.0,801,808,21012,479,17820,313,0,0
shredder,12.0,651,737,13249,10131,2842,1023,1,1
shadow_demon,3.67,300,398,11656,4386,1983,152,6,5
beastmaster,13.0,588,576,6331,4909,8385,200,0,0
batrider,5.0,456,472,7047,8576,72,934,8,3
techies,1.09,358,402,23137,15986,1002,2258,12,5
batrider,5.33,576,714,18371,14039,0,1606,2,0
tidehunter,8.5,513,656,12442,19560,1176,2322,0,0
mirana,2.5,314,398,6933,14461,250,2212,7,4
antimage,18.0,829,950,24638,14350,8789,6644,0,0
tusk,11.0,474,582,24021,18622,450,12341,2,0
medusa,2.25,760,582,23855,4099,12702,3767,0,1
beastmaster,3.67,405,439,8234,14135,10435,2130,0,1
undying,3.4,300,369,8669,27610,1136,4285,14,3
skywrath_mage,2.86,287,386,13617,21055,383,3193,3,3
ember_spirit,2.86,583,640,26195,27393,1255,593,2,1
mirana,9.0,367,590,13234,13857,2452,1190,5,2
witch_doctor,3.0,354,439,13259,20463,25,663,10,4
beastmaster,3.75,508,558,8680,23131,10204,1457,0,0
antimage,3.0,636,705,13741,26022,739,1831,0,0
rattletrap,1.89,299,407,10340,20573,75,1579,6,1
medusa,13.0,768,804,31668,1238,10501,2770,0,2
void_spirit,7.67,627,782,36236,19386,8613,810,2,1
doom_bringer,3.0,644,587,17037,23276,633,2275,0,0
pugna,2.14,265,403,15585,10636,2395,720,11,4
jakiro,1.12,268,321,11136,15392,0,1980,8,3
clinkz,0.7,303,323,7840,16827,703,2021,1,1
beastmaster,2.33,446,474,5996,13973,1357,2063,0,0
winter_wyvern,1.33,389,464,9698,19185,233,3028,3,0
faceless_void,2.25,460,507,6850,19294,0,2569,1,0
keeper_of_the_light,19.0,381,453,12844,5387,166,2279,6,1
medusa,13.0,843,722,20075,319,19114,2872,0,0
enchantress,3.8,335,450,11530,11690,2415,4576,5,3
pangolier,7.67,683,848,27186,12505,1220,8343,2,0
underlord,3.33,495,536,13036,11619,2750,4271,0,0
storm_spirit,7.67,511,721,35546,21032,0,4858,1,0
skywrath_mage,5.2,330,504,21747,16805,177,2676,12,3
phantom_lancer,2.14,616,604,15980,42927,7473,7514,0,0
dawnbreaker,3.14,382,475,13479,36199,366,6664,0,0
techies,1.4,323,435,23444,21294,1121,4417,9,2
windrunner,6.0,622,748,38766,31384,5779,12035,2,0
medusa,3.6,820,833,36262,4441,16867,8250,0,3
shredder,11.5,677,769,36472,34394,5848,10418,0,0
rubick,2.75,367,556,16000,18189,453,5887,5,1
disruptor,1.64,268,496,10757,21788,244,6812,16,2
chen,26.0,378,429,6729,5809,5233,1067,0,3
leshrac,22.0,620,683,19776,11485,4025,2483,0,0
alchemist,8.5,899,750,12904,8564,10026,1537,0,1
earth_spirit,7.25,333,467,9495,15900,307,2898,0,3
doom_bringer,9.0,800,823,18027,16699,655,2626,0,1
medusa,1.0,567,633,14920,5056,225,5031,0,2
invoker,1.25,499,564,13136,13403,1756,1884,0,0
centaur,0.5,421,499,12035,22707,705,5074,0,0
earthshaker,0.64,285,249,10200,14642,0,2441,0,1
disruptor,1.14,233,249,8166,11123,88,2714,0,3
puck,3.29,599,719,37269,32527,1876,6829,2,1
life_stealer,8.33,693,766,42532,45023,3126,11841,0,0
enigma,3.67,521,658,39243,32377,4125,9660,0,0
medusa,3.29,367,603,14587,4119,37,13905,15,9
treant,3.29,339,540,14350,33204,0,6311,8,5
terrorblade,7.0,842,655,43281,37841,17918,12566,0,2
phoenix,3.29,389,610,22033,14252,150,6150,17,5
techies,2.33,351,542,25100,24752,644,7688,4,6
pangolier,5.0,650,707,32332,28473,1052,13041,2,1
axe,3.71,564,695,29254,40462,351,12197,1,0
terrorblade,2.0,572,511,9314,11486,2281,2483,0,0
queenofpain,2.0,403,430,10913,9228,382,3175,1,0
spirit_breaker,0.67,350,471,2824,15788,29,2959,0,0
