heroId,kda,gpm,xpm,damageDealt,damageTaken,towerDamage,controlDuration,wardPlanted,wardDestroyed
doom_bringer,1.1,521,503,18273,29716,0,10554,0,0
dark_willow,0.93,265,305,11220,23820,0,6469,7,3
pugna,0.63,223,325,15689,26453,390,5440,9,7
mirana,1.14,224,295,9381,13166,20,7794,1,2
winter_wyvern,1.0,383,351,15619,20418,33,10144,1,1
doom_bringer,0.18,460,392,7313,24080,0,11758,0,0
venomancer,1.14,234,257,12661,14297,54,6243,12,2
naga_siren,0.8,560,500,12714,21899,520,5250,0,0
magnataur,26.0,667,833,18233,16103,4194,8811,1,1
pangolier,7.33,580,643,21165,14207,1222,10395,2,0
silencer,4.17,349,407,10109,7903,164,3154,7,4
terrorblade,24.0,864,744,30129,11967,19750,4124,0,0
techies,13.0,342,491,14224,7508,574,10309,4,3
doom_bringer,4.5,574,677,14497,20052,1752,2033,0,0
ember_spirit,7.67,568,738,41235,22398,2547,2962,2,1
keeper_of_the_light,1.8,332,406,13548,15426,0,1159,3,4
terrorblade,12.0,954,891,47032,23231,21655,1075,0,0
disruptor,3.29,320,494,9394,10478,320,247,12,7
ursa,2.5,582,662,24217,17950,1905,1448,0,0
storm_spirit,3.75,542,576,22228,24372,911,4386,1,0
centaur,2.8,510,503,10618,34820,3844,5941,0,0
undying,2.86,304,490,12808,32456,230,3931,11,4
techies,2.67,355,471,21714,16108,2102,4936,5,3
medusa,2.2,636,587,33778,8239,1375,8600,1,2
monkey_king,0.45,407,444,18187,27112,283,7335,0,0
magnataur,8.0,327,423,11828,18081,185,1605,0,0
earth_spirit,1.22,289,353,12365,24895,54,2779,14,2
keeper_of_the_light,4.0,336,427,25832,18758,0,2044,3,2
doom_bringer,21.0,810,873,18155,18066,961,3103,0,0
death_prophet,12.0,563,586,17499,25570,7308,2300,1,1
alchemist,25.0,983,828,37881,30321,17504,6562,0,1
nyx_assassin,5.5,293,491,12912,14126,668,4734,5,2
oracle,5.5,324,479,10638,13907,157,1244,13,4
juggernaut,2.0,580,626,3503,6038,3012,1038,0,0
void_spirit,1.33,438,428,8171,8440,2243,1833,2,0
disruptor,0.71,215,207,5426,9748,0,1202,8,3
magnataur,0.4,406,417,2823,16241,1947,7204,0,1
undying,0.75,268,303,5113,11556,189,6026,1,1
techies,3.0,377,401,9785,5451,2546,389,3,0
shredder,14.0,580,600,15618,6186,2329,1358,2,2
doom_bringer,9.0,671,577,8608,5813,2287,1064,0,0
terrorblade,7.0,662,561,9187,2555,17278,695,0,0
lich,6.0,310,378,8825,5031,686,653,6,5
dawnbreaker,11.0,299,274,5568,4069,508,3268,2,0
drow_ranger,12.0,617,600,10776,1986,3478,1000,1,0
keeper_of_the_light,6.0,277,349,3355,2337,51,2077,5,2
legion_commander,8.0,541,465,7267,4797,2277,5334,0,0
storm_spirit,11.0,480,485,10950,4872,999,1469,1,0
doom_bringer,0.17,359,365,1650,9376,0,6177,1,0
terrorblade,0.2,298,253,2283,7396,0,1155,0,0
skywrath_mage,0.17,131,142,3975,7442,0,1471,1,0
pangolier,0.0,296,320,6050,8110,56,1837,2,0
lich,0.33,157,198,4103,5592,0,821,5,1
windrunner,4.83,737,744,52781,37972,11095,3043,0,1
spirit_breaker,5.6,629,772,24357,39204,1519,2050,1,0
batrider,5.0,663,778,53308,31774,1624,1380,1,1
clinkz,2.3,449,588,20494,31406,15110,2330,2,2
rattletrap,1.2,346,535,18846,39642,150,1428,22,4
oracle,4.33,358,638,18078,21333,142,4873,16,2
pangolier,4.17,629,752,35705,31229,931,10963,1,4
doom_bringer,1.64,487,469,24046,47202,305,10520,0,2
alchemist,5.6,841,776,45141,43042,2326,9951,0,1
techies,3.33,511,691,57028,26980,315,5561,9,1
silencer,4.22,375,587,25136,30944,0,2728,31,15
spirit_breaker,12.25,687,775,30977,52525,44,7385,6,3
doom_bringer,9.8,612,693,47816,51283,1533,8447,0,0
bloodseeker,6.5,835,818,113906,56602,16712,10830,0,0
pangolier,4.5,637,718,52525,58942,3387,9661,1,1
pugna,2.0,437,498,37665,37497,4333,29114,19,11
storm_spirit,8.0,643,627,59249,44163,4442,32104,2,5
dark_seer,2.64,511,537,50376,44316,12326,25343,0,2
rattletrap,1.78,390,476,32932,69307,644,34150,15,8
terrorblade,2.55,893,538,70074,75077,13839,27887,0,4
muerta,11.5,670,741,65618,33568,8374,9216,0,4
tiny,3.5,539,760,47768,43422,2275,5842,2,0
doom_bringer,1.29,448,446,22023,48668,0,8474,0,0
pugna,1.33,281,318,37176,29684,1810,3042,12,4
crystal_maiden,1.55,240,336,14485,29606,0,2883,18,4
keeper_of_the_light,35.0,759,697,44331,15148,640,3603,0,0
storm_spirit,3.62,683,733,53308,53074,4911,7721,1,0
bounty_hunter,5.71,379,487,16368,34545,550,9858,17,9
disruptor,5.17,374,373,15875,23037,290,1756,12,4
slark,19.5,814,787,55066,61266,15243,5869,0,0
phantom_lancer,23.0,795,890,26989,12336,8408,846,1,1
ember_spirit,7.25,579,625,37908,13769,2438,6037,2,2
brewmaster,2.43,436,397,13330,23491,1793,4951,6,1
mirana,5.8,395,417,16490,10694,771,2247,8,6
bounty_hunter,3.5,389,416,8703,12947,178,5806,3,0
crystal_maiden,1.4,249,211,12274,18230,0,5106,8,2
doom_bringer,1.5,549,456,11936,25135,30,7088,0,0
tiny,3.4,430,474,19231,27526,0,4828,2,1
luna,6.5,691,672,18992,17088,1461,5558,0,0
keeper_of_the_light,2.57,244,289,10804,15441,0,3270,4,1
abaddon,1.0,387,428,16096,30976,423,1405,0,0
magnataur,0.75,414,590,6413,18783,311,557,0,0
pugna,0.42,245,337,13492,19161,1110,1345,12,4
morphling,0.75,537,626,9426,21666,405,1086,0,0
shadow_demon,1.0,237,321,10311,16332,158,383,4,3
muerta,16.0,684,755,24135,9538,13145,2109,0,0
snapfire,26.0,611,702,24971,4968,9074,850,1,0
enchantress,24.0,488,565,27890,7165,5976,250,0,4
doom_bringer,11.5,657,652,18148,13604,2225,1788,0,1
spirit_breaker,8.67,360,533,11774,20463,840,3545,16,5
skywrath_mage,2.33,251,320,10665,7634,0,351,4,3
disruptor,1.33,227,301,5553,11244,0,244,10,3
underlord,1.4,516,554,17771,18362,598,1256,0,0
bloodseeker,1.17,521,555,18698,14081,486,1624,0,0
earth_spirit,1.12,396,374,13781,21354,0,3218,1,0
storm_spirit,13.0,562,648,19053,14698,3078,10149,2,1
pugna,10.5,373,471,12285,7011,2779,5167,8,4
doom_bringer,7.33,661,589,11647,17433,324,11899,0,0
rubick,12.0,359,477,12489,9161,0,5629,4,1
juggernaut,8.0,748,733,17201,18165,13353,11539,0,1
mirana,3.8,367,449,17464,15264,146,515,0,6
doom_bringer,1.5,515,464,15242,30135,165,2435,0,1
morphling,2.8,608,738,18010,33262,49,2549,0,1
bounty_hunter,2.25,295,240,8320,20474,0,933,0,3
nyx_assassin,1.62,429,523,19994,24723,26,1484,0,0
phoenix,3.43,431,620,20041,13299,803,275,0,3
shredder,3.8,557,627,30833,24572,2463,2871,0,1
pangolier,14.0,572,786,30662,12252,2306,358,0,2
alchemist,6.33,876,751,24081,15530,16918,1087,0,1
techies,2.4,395,435,18241,13377,1565,2912,0,3
slark,14.5,625,813,25837,25883,7676,4496,0,4
winter_wyvern,19.0,608,816,47457,17351,3090,3122,2,0
doom_bringer,19.0,730,816,20078,22205,1410,4101,0,0
techies,8.0,380,606,26683,16054,2651,1773,3,1
bane,4.71,326,614,16214,16474,0,1273,14,3
muerta,1.86,559,646,23857,22469,495,4463,0,0
pangolier,0.78,496,582,12441,30630,0,11937,2,0
batrider,1.71,471,635,19308,32246,0,8217,3,1
keeper_of_the_light,1.83,389,536,19143,17468,0,5894,5,2
nyx_assassin,0.94,274,370,23218,33263,0,7554,10,5
chen,2.29,385,284,9486,13816,2233,1825,0,2
doom_bringer,1.29,532,463,6741,15783,118,3182,0,0
snapfire,2.4,597,660,15510,17899,3435,3513,2,0
windrunner,3.0,467,478,11533,13712,1026,2204,0,1
crystal_maiden,1.33,284,262,8938,16469,84,2284,12,4
beastmaster,5.67,521,522,11923,13337,2858,7384,0,0
dark_willow,3.8,368,527,12769,11850,411,6563,3,2
medusa,17.0,824,747,19085,339,11579,2335,0,0
undying,4.5,392,483,11803,18829,639,7833,9,6
tinker,4.5,604,799,22099,7853,0,1728,2,0
rubick,3.44,412,492,20083,22979,174,4458,2,3
void_spirit,5.83,586,698,40242,40338,5988,12633,2,1
crystal_maiden,2.82,415,481,18295,28011,435,11744,22,7
underlord,3.0,540,630,24174,36947,1170,10344,26,0
medusa,8.25,927,815,81298,3209,18504,13284,0,2
bounty_hunter,4.86,413,497,18455,31138,321,9888,6,4
venomancer,1.38,376,429,18004,28285,565,8312,15,6
sniper,3.0,771,837,37033,28565,11952,6238,0,2
doom_bringer,2.6,780,760,19843,51653,290,17503,0,0
shredder,5.2,611,704,38149,44451,469,16485,3,0
silencer,6.25,361,446,16347,11232,176,1727,11,7
doom_bringer,11.5,766,826,21930,21971,916,2931,2,0
ember_spirit,5.5,561,690,39249,21283,4556,4878,2,3
oracle,11.0,302,477,11236,9068,58,882,4,1
alchemist,27.0,1055,886,36365,19340,20207,4967,0,1
centaur,1.83,433,477,10450,28316,0,12449,0,0
rubick,1.43,230,305,14700,20090,43,6609,5,0
underlord,1.33,442,558,21772,33507,0,12640,9,0
pugna,0.75,243,245,12096,16947,1405,6821,11,5
ursa,1.75,689,907,23876,26267,0,8716,1,0
shadow_demon,3.8,392,412,13671,12441,345,2068,11,3
magnataur,11.5,735,865,18755,26658,14822,7319,0,0
beastmaster,13.0,537,657,13663,14013,8927,6821,0,0
void_spirit,13.0,638,756,26616,17326,8485,7259,2,1
techies,4.5,432,469,23402,13056,324,8460,3,3
clinkz,0.73,320,371,13906,18020,154,2875,6,3
faceless_void,3.0,702,842,20879,25080,793,9710,0,0
pangolier,3.5,622,752,21551,14013,904,2482,1,0
spirit_breaker,1.25,368,399,11586,25788,791,4027,0,0
silencer,1.2,264,407,15572,13206,0,1825,9,3
queenofpain,17.0,611,636,16011,6524,5498,1507,2,1
rubick,13.0,333,434,10910,2598,857,0,4,2
venomancer,14.0,385,364,9659,3349,1109,20,6,4
beastmaster,11.0,605,592,6132,5090,7784,196,0,0
monkey_king,14.0,644,608,11836,6970,6059,1021,0,0
snapfire,0.14,210,237,5040,8984,0,3335,3,2
storm_spirit,1.0,382,434,6030,10680,0,8930,1,0
alchemist,0.17,506,473,3931,11277,0,2179,0,0
underlord,0.0,377,432,5765,13091,133,7186,0,0
mirana,0.0,201,252,3765,10516,0,4555,6,2
juggernaut,1.0,425,495,5373,11001,0,744,0,0
queenofpain,6.0,395,440,8975,9089,28,1413,2,0
beastmaster,0.67,363,375,5304,11282,119,1434,0,1
techies,1.5,221,267,10998,8094,164,666,1,0
shadow_demon,1.0,191,231,6574,10590,0,1622,8,3
faceless_void,13.0,679,733,9314,10151,1255,3117,0,0
lina,15.0,606,699,15030,2589,1848,0,2,0
batrider,4.0,361,465,7236,8057,0,3567,2,1
enchantress,4.0,283,368,6461,8695,939,1107,7,4
shredder,10.0,638,665,12015,7732,1401,3100,0,0
lich,3.0,364,563,14447,17549,682,1366,15,5
leshrac,7.25,726,903,30749,31930,7484,6511,2,0
enchantress,5.5,469,730,27677,14836,6538,2857,2,4
doom_bringer,10.67,792,840,23576,22379,92,5647,0,0
bloodseeker,8.67,827,972,41623,23161,10768,5109,0,2
terrorblade,4.75,711,741,32015,30348,5592,7455,0,1
beastmaster,2.29,458,549,11528,23085,659,10157,0,0
queenofpain,2.57,539,730,29530,30651,616,6154,1,1
techies,1.33,294,396,25811,19332,421,5221,13,1
undying,1.5,292,381,11203,34656,54,6135,5,3
bounty_hunter,9.5,408,351,6473,6985,0,3973,4,4
queenofpain,20.0,693,658,14218,5436,451,2104,1,2
windrunner,15.0,647,635,9507,1760,342,752,0,0
pugna,12.0,346,413,10243,4757,368,3042,3,1
beastmaster,12.0,537,559,3803,5874,1511,2785,0,0
medusa,1.0,446,549,5204,489,0,476,0,1
hoodwink,1.0,227,261,7092,7806,0,669,3,1
axe,0.33,225,225,2592,13250,0,2095,0,0
void_spirit,0.33,266,269,5717,12934,0,7502,3,2
lich,0.3,152,182,4207,9765,0,2015,2,0
medusa,7.67,961,825,67912,8869,21392,11289,0,4
lion,2.0,306,469,9901,17674,0,4415,9,1
tiny,2.12,534,682,31561,37213,1711,9917,2,0
batrider,1.9,405,567,19379,22658,0,5903,11,4
beastmaster,2.44,558,707,14663,16865,3861,4987,0,2
terrorblade,7.25,834,723,29046,30262,14568,2297,0,0
pangolier,5.5,622,780,31041,25391,604,2228,1,2
legion_commander,3.0,427,540,14378,36183,1710,2380,0,0
skywrath_mage,4.0,305,549,17449,21595,328,363,8,1
dawnbreaker,5.4,398,495,11365,29985,92,1555,12,6
spirit_breaker,2.75,359,523,9992,18137,107,9456,3,2
medusa,26.0,987,967,45739,2114,12205,6993,0,0
snapfire,19.0,629,754,19590,15409,2858,2738,1,0
vengefulspirit,4.83,502,686,13055,18157,3003,6521,0,0
rattletrap,5.33,450,551,14295,15710,124,5703,11,5
ember_spirit,2.8,477,544,22532,20895,420,629,1,0
skywrath_mage,2.11,276,320,16073,17211,226,261,6,1
beastmaster,1.15,475,431,10141,27827,749,283,0,0
naga_siren,1.67,642,645,11637,22290,461,741,0,1
disruptor,2.5,254,335,9144,14448,0,136,8,0
shadow_demon,23.0,405,547,10790,6937,1034,2614,7,1
storm_spirit,25.0,651,654,28905,17257,2427,4479,1,0
mirana,15.0,375,531,13615,7132,1671,2429,6,7
beastmaster,26.0,648,637,13094,10296,12577,3995,0,2
magnataur,2.8,671,849,24173,29082,5575,9505,0,1
ember_spirit,1.0,483,527,25370,15306,425,2958,2,0
slark,2.0,490,614,9042,19053,1163,1657,0,1
bounty_hunter,0.67,217,271,6456,14664,0,1293,9,2
batrider,1.14,442,448,23652,25345,349,3796,0,0
disruptor,0.42,217,287,6184,16209,0,1930,3,4
bloodseeker,9.0,621,783,26586,19679,6122,4863,0,2
enchantress,3.0,437,642,19341,23033,6705,5172,9,8
techies,1.33,405,600,15918,21318,3404,3704,12,2
queenofpain,3.33,589,718,25303,20279,3237,5741,2,0
doom_bringer,6.0,743,762,18182,21749,327,8083,0,0
disruptor,3.33,268,445,12390,14591,61,4183,15,3
sniper,5.2,637,685,47565,17582,1409,9439,2,3
windrunner,8.33,360,534,16901,20209,2454,5840,5,1
beastmaster,3.5,503,666,9554,28917,2546,9203,0,0
templar_assassin,1.71,656,754,19648,24031,4583,8756,0,0
void_spirit,5.75,597,791,34233,20725,5750,5192,2,0
windrunner,5.25,316,447,7330,10479,161,2122,4,0
beastmaster,4.0,466,589,13336,16305,5296,3977,0,0
medusa,26.0,894,904,41365,580,17807,5810,0,0
pugna,5.0,375,486,26042,14528,568,3849,13,3
skywrath_mage,1.57,364,476,10916,20422,520,646,2,2
sand_king,1.88,439,496,15221,26958,240,3499,0,0
storm_spirit,6.5,541,621,18971,16049,983,2132,2,0
magnataur,2.67,614,730,12859,28837,1073,4110,0,0
undying,1.25,277,235,4650,30040,79,3158,15,5
templar_assassin,17.0,769,833,25697,5105,10803,3527,0,0
undying,4.8,399,500,7105,21577,484,4464,9,5
invoker,10.0,728,827,24604,14053,4405,4232,0,1
beastmaster,10.0,587,604,9591,10859,6329,6204,0,0
skywrath_mage,6.0,359,510,14239,8097,347,3514,6,4
elder_titan,1.6,203,230,9980,12076,91,4986,6,4
underlord,0.71,376,372,8593,17892,0,6427,0,0
snapfire,1.5,537,547,13647,18821,1281,6297,1,1
rubick,1.29,299,326,13440,14796,0,6094,7,0
drow_ranger,0.8,564,615,14031,17651,2025,7444,0,0
jakiro,0.67,213,239,6787,12939,0,2047,7,3
invoker,1.5,529,539,8542,9618,707,1371,1,1
beastmaster,0.43,345,310,8948,13512,0,4079,0,0
skywrath_mage,1.0,196,293,10002,9343,0,4184,2,1
alchemist,0.33,499,410,6021,14120,0,4793,0,0
bloodseeker,11.0,698,769,10423,11339,602,2909,0,0
void_spirit,13.0,521,622,12840,8031,3773,3984,2,0
tidehunter,15.0,626,642,10576,6994,4669,4251,0,0
enchantress,19.0,475,476,17071,6103,3914,4379,2,0
lich,4.67,306,454,8622,7833,97,4595,7,3
snapfire,2.5,283,340,12060,10155,175,3696,3,3
juggernaut,1.0,639,673,9142,15327,2133,3038,1,0
legion_commander,1.33,359,363,9488,17922,541,5757,0,0
ember_spirit,2.0,515,588,17298,21152,786,10806,2,0
lich,3.0,289,330,9840,8194,0,2353,8,2
rubick,7.0,358,464,12479,6826,34,3783,6,2
beastmaster,8.5,641,684,15622,11360,11204,4020,0,0
drow_ranger,2.75,630,648,13692,11695,17884,3418,0,0
elder_titan,8.5,291,448,10804,8485,495,1276,10,4
batrider,4.0,577,669,20153,19462,0,7494,1,0
beastmaster,5.0,521,691,25605,32552,1893,5058,0,1
terrorblade,32.0,894,777,39547,27656,19004,14535,0,1
jakiro,3.22,345,562,15748,21507,1496,4902,13,2
batrider,2.5,318,500,16655,25223,0,3814,7,2
puck,5.4,604,757,44528,22860,1091,7699,1,3
windrunner,2.5,565,652,27748,33087,1441,11573,0,0
pugna,4.6,377,514,23886,16141,1283,6174,15,3
void_spirit,5.5,582,702,39059,38334,662,13503,1,0
spirit_breaker,1.5,335,435,9057,28896,0,8725,3,2
winter_wyvern,1.1,359,451,30054,25625,0,8998,1,1
mirana,3.8,331,443,11123,22742,310,6447,11,3
ember_spirit,2.29,552,616,26945,28136,181,7544,2,1
dawnbreaker,3.17,500,577,13461,21387,629,10868,0,0
rubick,2.83,327,473,15060,13547,23,6378,4,1
alchemist,1.25,765,788,17015,25346,0,5338,0,0
crystal_maiden,2.88,326,461,14307,13559,104,1416,8,11
terrorblade,7.33,820,778,22863,15822,17683,1280,0,0
techies,4.8,403,426,30012,14348,834,671,8,5
pangolier,7.33,604,897,30183,25349,2860,3771,2,1
beastmaster,8.33,640,718,13793,14526,3514,597,0,1
death_prophet,3.25,444,495,11543,24869,616,7224,3,1
void_spirit,1.83,476,570,11935,20601,313,3579,0,1
shredder,2.0,538,549,15196,28170,0,5204,0,3
lich,0.73,238,281,6289,13997,0,2395,3,2
techies,0.7,259,276,10161,15116,199,2682,5,1
mirana,10.33,461,572,19116,10333,879,3403,4,5
pugna,11.5,556,580,33041,11912,7935,2418,1,2
templar_assassin,3.5,570,548,15415,12150,8779,4520,0,0
rubick,4.2,378,500,16474,10107,493,2009,9,3
beastmaster,7.33,649,674,18707,10622,11083,4004,0,0
terrorblade,3.0,739,615,35758,30383,4184,8567,0,2
pangolier,4.5,603,776,30397,30653,734,15948,2,2
undying,2.57,290,459,7790,35666,46,9970,13,1
rubick,2.67,301,468,16906,18159,131,3133,8,8
doom_bringer,1.57,521,505,18840,29787,187,8613,0,1
chaos_knight,6.67,743,712,29011,24040,14737,5178,0,1
skywrath_mage,4.75,322,628,16145,11428,558,1960,7,5
pugna,2.71,386,558,14276,18869,4201,3730,14,6
queenofpain,11.0,692,783,61568,24071,4832,5229,2,0
beastmaster,5.0,687,795,23648,31283,7298,6769,0,2
abaddon,0.0,331,334,3828,11428,0,2553,0,0
storm_spirit,1.0,348,379,8480,10442,242,5959,2,0
beastmaster,0.75,359,421,5866,9345,190,5132,0,0
oracle,0.6,144,167,3694,7584,0,4389,4,1
windrunner,1.0,212,189,7074,10329,0,6036,2,2
magnataur,12.0,628,629,6807,6692,6209,1705,0,0
void_spirit,17.0,543,468,11654,6432,2843,2513,1,0
bounty_hunter,11.0,497,387,7507,5493,1401,1949,0,0
silencer,6.0,359,357,11231,5835,246,1322,2,4
rubick,9.5,330,360,11929,4490,86,2297,7,3
morphling,10.0,873,898,49690,37588,16210,16134,1,0
templar_assassin,15.5,808,897,38417,10179,11673,7060,1,3
doom_bringer,6.2,796,857,29464,39043,508,12164,0,2
techies,5.5,467,702,33545,19671,3380,8146,13,9
spirit_breaker,3.64,438,641,16144,34732,313,9197,10,2
enchantress,0.91,277,499,8284,32392,1158,6006,10,2
sniper,1.22,691,640,41094,29391,349,4581,3,2
beastmaster,2.62,487,820,32528,42982,902,5128,0,1
skywrath_mage,2.5,297,534,26531,23630,69,3596,12,1
antimage,1.54,750,913,32776,38865,2707,5104,0,0
phantom_lancer,10.0,702,776,12343,8692,7566,1642,0,0
lich,4.0,327,414,4638,5300,428,300,5,5
pugna,3.75,346,378,12409,9568,3354,1016,5,3
storm_spirit,20.0,638,600,24599,9227,2258,2328,1,0
beastmaster,6.5,636,583,6347,6469,11444,727,0,0
windrunner,0.8,425,465,6738,12450,0,2311,2,0
void_spirit,5.0,480,555,11080,12141,728,4152,1,0
undying,0.62,208,226,5926,18988,0,4065,5,3
techies,1.0,231,269,6433,7885,20,2218,3,1
batrider,1.0,423,459,9079,8872,45,1066,0,0
keeper_of_the_light,2.4,383,573,7937,10609,650,3190,5,4
slark,23.0,668,748,16026,15435,13661,4026,0,2
spirit_breaker,24.0,564,731,19770,17298,1486,5344,0,0
lich,3.83,334,669,16474,12440,253,1980,15,9
shredder,27.0,759,809,30801,19251,4486,4791,2,0
faceless_void,1.75,613,729,15332,17080,244,2895,0,1
pangolier,5.0,552,698,27059,16335,0,3232,2,0
snapfire,2.0,357,396,16285,11101,0,3609,5,2
magnataur,0.36,314,326,5739,28783,705,7628,0,0
crystal_maiden,0.64,219,248,10618,17709,0,1557,15,8
pugna,1.67,277,318,4753,8348,2353,1618,5,2
storm_spirit,0.75,452,448,8904,14094,59,1995,1,0
bloodseeker,4.0,489,543,5671,12263,153,2060,0,0
spirit_breaker,2.5,448,477,5699,20345,158,1824,0,1
dark_willow,2.0,246,250,5786,8561,0,1110,7,1
abaddon,9.0,526,490,5408,5952,7342,5699,0,0
ember_spirit,13.0,527,561,18496,10037,2575,2592,2,0
techies,4.0,348,348,12350,8492,496,2930,3,1
mirana,6.0,299,362,8371,5507,1053,1357,10,1
medusa,8.0,833,684,18986,825,20111,6756,0,2
naga_siren,1.25,642,452,15165,19061,392,8185,0,0
venomancer,0.83,264,334,19311,17201,60,3435,3,3
pangolier,0.78,369,397,15107,18532,57,8808,2,0
spirit_breaker,0.93,311,394,10639,24410,29,11240,5,0
beastmaster,0.78,443,497,13312,21244,476,7269,1,0
earth_spirit,26.0,610,818,21179,16717,3478,12692,0,0
slark,14.0,734,864,22006,14778,7227,3423,0,0
windrunner,14.0,636,754,26980,13812,4032,4531,2,0
lich,4.71,391,512,17144,13826,369,5719,10,3
dark_willow,5.4,386,578,13139,14401,1254,10506,4,2
venomancer,10.5,457,507,18737,10648,766,1563,7,5
doom_bringer,16.0,716,700,13900,14257,925,1428,0,0
terrorblade,12.0,737,556,20111,9509,12981,430,1,0
techies,23.0,366,587,18734,7454,1925,1203,7,4
huskar,11.0,688,704,14885,15848,11330,2447,1,0
clinkz,0.33,315,311,5804,15553,0,8920,5,0
ember_spirit,0.75,439,469,15554,13666,421,6057,1,0
juggernaut,1.33,646,794,13336,16666,3327,5378,0,0
underlord,0.2,339,370,17318,20704,213,10606,0,0
spirit_breaker,0.43,255,278,5704,19778,0,5023,10,8
shadow_demon,1.57,220,339,8829,20130,29,4211,12,3
naga_siren,1.2,710,541,25467,36389,2336,10280,1,2
dark_willow,4.67,339,434,13818,10850,59,3812,7,6
shredder,2.33,479,583,25445,45099,278,15336,1,0
axe,2.0,513,597,33662,31167,0,8366,0,0
techies,3.5,436,568,23070,14286,1160,8560,16,3
templar_assassin,10.5,708,841,31351,16780,11801,12077,2,0
spirit_breaker,5.25,410,697,18175,21617,894,11454,2,2
underlord,10.5,603,760,29461,25212,4968,9153,0,2
bloodseeker,8.67,756,822,41578,27326,11827,9027,0,0
mirana,2.6,276,379,12480,13778,0,4429,3,5
puck,2.86,561,717,32336,26278,104,9858,0,0
techies,2.0,278,308,31012,19447,0,8203,21,6
morphling,1.38,620,663,18960,39088,2414,15901,0,1
nyx_assassin,0.85,264,333,17012,28431,0,8464,0,0
riki,9.0,582,733,26202,21041,9714,2054,0,0
storm_spirit,8.25,662,739,39495,28842,5794,2969,2,4
axe,8.33,666,849,29628,24120,3481,2465,0,2
spirit_breaker,5.17,425,690,13367,20366,1996,1995,11,5
pugna,3.67,406,542,22530,17431,3631,2708,10,5
oracle,11.0,292,385,4059,3512,167,1230,7,4
ursa,15.0,718,782,14122,8137,1018,3278,0,0
queenofpain,10.0,538,603,12697,7126,1570,3081,1,1
visage,17.0,564,600,7979,5391,6373,1911,0,1
spirit_breaker,4.25,319,403,4386,10726,120,2022,4,3
keeper_of_the_light,1.33,211,314,5834,7563,0,1654,3,2
puck,1.33,424,433,7797,10091,204,1309,2,1
medusa,0.33,500,483,7626,4172,8,3656,0,0
underlord,0.33,369,344,8174,13513,68,4164,0,0
disruptor,0.8,192,234,5461,7904,0,1554,7,1
bounty_hunter,1.93,346,581,6198,26673,0,5809,2,3
crystal_maiden,2.71,388,623,18931,23298,226,2266,22,9
magnataur,2.71,673,807,24917,47202,144,3586,0,1
tinker,11.67,654,699,63661,13005,0,676,2,1
windrunner,10.0,816,815,51414,24180,15957,4937,0,2
alchemist,6.33,788,842,31688,39596,5396,8899,0,3
techies,2.91,378,499,24872,22943,1271,5674,5,0
spirit_breaker,2.67,475,579,19743,44341,163,16997,0,0
pugna,4.25,471,624,42792,25689,7668,3303,2,0
lich,2.33,289,443,15263,32552,244,7029,17,7
primal_beast,1.0,418,513,19580,42015,464,17447,0,0
techies,0.5,300,292,16218,27649,157,13019,4,3
