heroId,kda,gpm,xpm,damageDealt,damageTaken,towerDamage,controlDuration,wardPlanted,wardDestroyed
templar_assassin,3.0,603,737,18722,10523,415,900,1,0
witch_doctor,1.5,290,477,6187,19700,528,2627,7,5
sven,17.0,768,879,15745,17165,12875,3803,0,0
marci,5.0,495,612,13952,14183,5918,3986,2,1
doom_bringer,5.0,815,827,16038,14974,576,6122,0,2
shadow_demon,8.0,357,460,8004,5342,595,854,10,3
oracle,3.0,226,344,9831,12785,0,2360,9,3
dawnbreaker,1.33,496,605,19243,27358,0,5837,0,0
visage,0.86,393,474,13430,23828,1502,2814,0,2
spirit_breaker,0.88,243,351,5096,26025,87,3219,8,5
batrider,1.0,504,560,18619,30574,0,4209,3,2
medusa,22.0,487,708,12970,1362,4107,7693,10,2
underlord,6.67,586,737,13917,16680,5071,4880,0,0
pugna,9.0,407,645,21503,12139,1646,4477,8,2
slark,21.0,627,777,20568,16229,12357,4235,0,3
storm_spirit,9.67,749,826,51612,19809,5269,10321,2,0
windrunner,23.0,661,632,26123,11730,5386,10844,2,0
vengefulspirit,6.0,369,450,8650,9096,3735,3466,3,1
phoenix,10.5,372,476,15004,6466,720,2731,8,5
beastmaster,11.5,597,598,12547,8793,12302,3569,0,1
magnataur,24.0,827,887,22289,10519,12945,2725,0,1
terrorblade,1.17,598,471,9754,15897,522,849,0,1
queenofpain,2.25,376,366,12203,17044,130,2176,2,0
doom_bringer,2.33,739,661,10462,15038,210,2103,0,0
pugna,0.5,212,244,9532,13458,1483,643,8,2
undying,0.73,255,263,5160,23176,0,1638,3,1
magnataur,1.83,627,789,23224,28420,0,6668,0,0
doom_bringer,1.5,447,370,8185,19467,53,13220,0,0
puck,11.0,549,711,20585,17413,391,5222,2,1
rubick,3.67,291,370,12055,11008,265,4335,7,1
disruptor,1.67,250,275,4515,13045,0,1656,6,3
bloodseeker,5.5,622,658,18797,21786,7713,8058,0,0
ember_spirit,6.0,569,627,21368,14968,7054,6620,2,0
beastmaster,8.5,526,628,11105,14522,5145,5653,0,1
pugna,3.8,338,415,18713,8749,5769,4338,6,4
venomancer,3.0,412,372,19370,8539,3476,2748,8,5
terrorblade,1.0,614,498,7186,19688,2298,1476,0,0
skywrath_mage,3.0,257,320,10875,12485,0,651,5,0
undying,2.17,318,336,8542,13368,41,1312,7,5
void_spirit,1.67,384,483,9868,18522,73,3359,2,0
mars,1.67,379,420,6176,18896,45,1362,0,0
pugna,3.0,318,454,14476,10237,2305,4652,10,2
windrunner,5.25,571,608,23504,12722,3153,6281,2,1
enigma,9.0,576,668,10094,3430,9813,3499,0,0
doom_bringer,4.0,541,608,13973,12366,509,4271,3,0
furion,22.0,846,937,20912,3892,7141,2096,0,0
rubick,1.0,300,293,10255,20768,0,6781,4,2
undying,0.65,264,231,5980,30157,0,4756,6,0
nyx_assassin,1.22,375,521,12097,21112,0,6489,0,0
ember_spirit,1.75,488,574,27038,27158,0,8815,1,0
slark,0.64,393,352,5282,20677,493,4878,0,0
terrorblade,9.0,751,739,20482,11653,18651,985,0,1
storm_spirit,7.5,633,642,21628,15264,2642,3550,2,1
bloodseeker,20.0,779,919,37559,9724,1214,2508,0,0
pugna,5.0,493,524,26102,10917,5469,1361,7,4
rattletrap,6.6,340,365,14101,13094,128,1422,3,2
witch_doctor,2.71,362,456,13315,32456,99,2643,15,2
huskar,2.12,589,832,33835,28695,8954,3950,2,2
faceless_void,3.8,575,646,21553,33879,9609,6120,0,0
pugna,2.44,370,526,36994,17815,5130,2507,6,2
shredder,4.8,666,814,55793,52297,3912,11593,0,0
oracle,2.78,342,502,16072,23469,0,1371,10,2
juggernaut,5.5,851,833,59108,33265,18588,3032,1,0
magnataur,2.83,563,706,17148,36654,5478,2012,0,1
mirana,3.5,396,575,23729,26306,155,2079,10,8
void_spirit,3.67,659,714,49085,41796,7539,4001,2,1
magnataur,5.0,566,707,27955,46007,114,20075,0,1
void_spirit,6.75,511,685,46812,32883,161,12674,2,0
pugna,2.38,307,380,26847,17322,997,7448,20,4
terrorblade,2.62,720,522,35189,41621,5952,19422,0,2
keeper_of_the_light,3.29,371,487,25901,25676,141,7982,3,0
batrider,2.67,537,623,38209,33663,696,5296,0,0
underlord,3.14,608,683,35164,42198,9587,10877,14,1
rubick,1.8,315,401,11714,27101,229,3987,9,3
lich,2.0,306,368,16724,16773,1018,1491,31,6
faceless_void,13.5,882,924,61698,42969,17968,11798,1,0
silencer,4.22,375,587,25136,30944,0,2728,31,15
spirit_breaker,12.25,687,775,30977,52525,44,7385,6,3
doom_bringer,9.8,612,693,47816,51283,1533,8447,0,0
bloodseeker,6.5,835,818,113906,56602,16712,10830,0,0
pangolier,4.5,637,718,52525,58942,3387,9661,1,1
pugna,2.0,437,498,37665,37497,4333,29114,19,11
storm_spirit,8.0,643,627,59249,44163,4442,32104,2,5
dark_seer,2.64,511,537,50376,44316,12326,25343,0,2
rattletrap,1.78,390,476,32932,69307,644,34150,15,8
terrorblade,2.55,893,538,70074,75077,13839,27887,0,4
spirit_breaker,0.79,301,389,9758,29950,0,3645,9,4
snapfire,2.33,541,610,21709,14940,1037,2162,1,0
beastmaster,0.71,416,428,11087,16213,6161,1277,1,0
morphling,2.67,556,582,15383,22885,3807,5974,0,0
pugna,0.71,312,360,15334,15189,952,1242,4,1
void_spirit,24.0,775,905,31913,16777,14991,200,0,0
magnataur,23.0,543,715,16132,18701,1882,325,0,0
pangolier,8.0,648,671,26900,16954,4247,953,2,0
enchantress,8.33,392,607,15432,11591,4046,600,9,1
shadow_demon,4.4,353,496,8800,9248,156,387,5,4
mars,21.0,523,535,19371,13865,2051,869,0,0
underlord,16.0,557,633,11017,10062,6410,2030,1,1
lion,4.0,265,350,5267,10423,702,1687,5,2
undying,9.0,306,374,5177,12854,779,2040,9,4
medusa,15.0,849,753,14742,934,17645,3267,0,0
pangolier,1.0,456,522,11005,9988,258,2807,0,0
void_spirit,2.5,437,445,8975,13930,496,3813,2,0
pugna,0.5,192,263,9940,10936,839,1981,8,7
phantom_lancer,0.25,503,561,8779,11868,55,2158,0,0
techies,0.83,241,242,9439,8852,144,2292,3,0
monkey_king,5.75,665,881,30426,29052,5098,7345,0,1
snapfire,3.4,584,733,41776,29510,185,5392,1,1
beastmaster,5.0,568,744,13130,24288,1061,3609,0,1
shadow_demon,4.5,273,421,14241,18729,647,1753,3,6
disruptor,3.29,310,467,6526,18631,0,3768,20,1
void_spirit,4.0,579,802,36797,29462,3421,6690,1,1
medusa,3.75,788,700,21135,2596,16011,8524,0,1
shredder,4.6,546,742,31142,43386,1141,6631,0,0
pugna,1.67,354,484,13822,14952,2002,3022,14,6
winter_wyvern,1.4,351,517,17355,15703,285,342,8,9
storm_spirit,1.22,459,508,21991,26178,189,7595,1,0
silencer,0.71,244,306,13662,17664,0,3198,8,4
bristleback,1.4,569,678,31747,28939,1830,7787,0,1
pugna,1.12,302,419,15847,20475,300,3984,7,3
doom_bringer,0.33,563,453,14906,34312,730,7939,0,0
oracle,3.17,312,489,6379,13133,207,4654,14,2
void_spirit,10.33,664,700,42863,30156,4811,13447,2,1
legion_commander,28.0,623,698,30833,28268,8858,10195,0,1
rubick,8.33,406,526,24712,12184,1574,8549,1,2
naga_siren,21.0,837,802,22781,14412,6984,6007,0,0
crystal_maiden,0.67,310,408,11059,20583,0,4609,13,5
naga_siren,2.25,721,614,20828,54598,254,14576,1,0
invoker,0.88,408,509,13172,26615,811,6346,2,1
rubick,1.1,322,415,23372,22278,0,4250,2,0
magnataur,0.75,457,502,19089,47762,562,8833,0,0
pugna,7.5,410,656,19796,10139,5488,2383,12,3
void_spirit,7.5,767,919,55818,30776,13437,8242,1,0
winter_wyvern,9.33,633,797,40748,13481,4690,5476,0,0
techies,7.33,513,677,20290,12060,1471,3874,6,4
puck,13.0,724,910,35313,21064,1495,7871,1,0
abaddon,8.0,717,846,26665,21367,10328,8409,0,1
queenofpain,25.0,689,824,41925,16030,3827,9119,2,1
beastmaster,10.0,532,750,21668,17020,5829,10334,0,0
oracle,3.0,280,421,6238,11692,329,3323,11,3
rubick,2.0,340,486,12625,16416,308,7572,7,6
void_spirit,3.5,665,822,33099,28698,4117,8388,0,0
magnataur,1.4,413,515,5877,25603,888,5265,0,0
pangolier,2.14,559,692,22954,28058,357,13091,2,0
silencer,1.57,264,391,9899,13954,132,2595,10,6
phoenix,1.67,261,346,10696,10335,24,4074,9,1
kunkka,2.0,457,587,20809,30900,225,11661,2,0
medusa,3.25,699,797,25023,6550,376,6840,0,0
enchantress,0.7,223,282,9804,20347,1554,9267,2,1
pangolier,1.44,403,410,18866,25084,65,10731,0,1
pugna,1.0,269,354,13937,20804,879,10081,14,10
magnataur,4.0,529,695,7253,22809,1478,3924,0,1
storm_spirit,35.0,696,831,33643,14826,2072,3606,1,2
faceless_void,10.67,801,917,30880,23895,7854,5984,0,0
silencer,6.0,346,570,14187,11220,226,1889,13,8
nyx_assassin,5.6,334,602,17722,15689,362,3886,3,1
wisp,6.0,308,487,2895,7479,1018,5869,9,6
visage,2.5,540,504,10221,10398,14757,14014,0,1
leshrac,5.25,734,686,34598,26637,7508,19343,0,2
tusk,3.29,362,477,11338,18738,220,10305,10,4
dragon_knight,5.5,729,875,29294,26466,9344,15853,0,0
faceless_void,5.25,540,615,19603,18589,0,5843,0,0
invoker,4.75,613,625,19172,18929,1616,4595,2,3
silencer,1.82,251,365,11174,16655,120,2373,7,3
winter_wyvern,3.25,431,577,25030,15048,187,2004,0,0
primal_beast,4.75,331,415,14767,19125,0,3616,7,1
silencer,1.8,293,378,14004,17745,120,3343,12,2
lycan,4.0,631,720,33552,26645,3352,4945,0,0
puck,2.14,569,694,24247,17455,1783,4153,2,0
rattletrap,1.73,327,351,17795,27043,0,8765,2,0
batrider,1.0,501,553,21206,22340,0,6502,0,1
bounty_hunter,5.0,496,535,8878,19317,505,10414,4,1
queenofpain,8.75,714,799,39120,26027,5339,13187,1,0
shadow_demon,3.5,384,555,16107,16004,2890,7669,11,8
abaddon,14.5,689,723,28083,21876,17137,13485,0,0
spirit_breaker,9.67,638,746,19040,27580,1676,8169,0,0
medusa,20.0,867,940,28800,982,18592,5951,0,0
batrider,5.4,435,655,19890,12975,247,2489,6,1
silencer,3.14,328,521,14137,9445,311,3830,10,7
queenofpain,20.0,649,842,39034,13625,2513,2691,2,0
doom_bringer,5.67,705,706,20384,16816,451,4030,0,0
ursa,2.2,543,595,12230,20187,1111,9625,0,0
dragon_knight,0.75,505,566,15527,30761,1951,21989,1,0
undying,0.42,232,329,3684,28661,0,12538,8,0
shadow_demon,1.0,324,379,14627,21059,188,10929,8,6
magnataur,2.5,541,663,7775,21577,3036,9960,0,1
bristleback,7.5,775,896,17063,17277,18154,543,0,0
ember_spirit,14.5,655,810,32119,14735,4601,1924,2,0
spirit_breaker,9.0,511,698,16838,20919,3139,4110,0,1
silencer,7.33,333,458,6899,6640,939,2505,13,9
skywrath_mage,7.67,375,460,14740,11479,278,280,3,0
batrider,2.0,330,405,9583,14526,0,9350,4,3
beastmaster,1.17,345,525,6645,17766,649,7149,0,2
pugna,1.38,238,320,13612,12998,886,8164,11,4
pangolier,0.82,426,530,18290,23196,286,10411,2,0
sven,5.0,614,700,22920,19173,468,8037,0,0
silencer,11.67,410,613,24997,20677,910,3901,23,11
spirit_breaker,6.33,591,681,41314,44801,928,12924,8,0
snapfire,5.14,657,652,66624,34637,13874,4839,0,0
leshrac,4.56,826,740,82128,66253,14044,15547,0,0
chaos_knight,4.43,785,701,71064,52672,6168,10712,0,0
undying,2.5,452,543,22235,70167,377,20519,26,7
naga_siren,2.78,838,681,48384,83205,15867,23541,0,1
techies,2.6,469,643,71945,31875,2302,12623,2,5
death_prophet,2.7,523,643,52594,58840,1253,15491,1,0
beastmaster,1.9,523,558,23882,42040,2684,18093,0,1
ember_spirit,8.25,577,784,74490,45808,2856,30744,2,1
batrider,2.21,490,678,43147,62220,237,18561,0,1
medusa,3.71,715,719,64897,15814,25655,19997,0,1
rubick,3.5,370,511,22082,27503,223,8435,18,4
bounty_hunter,2.0,342,572,13928,46072,75,20073,7,1
silencer,4.0,424,640,21329,30021,1006,9420,16,10
juggernaut,3.56,767,774,55689,58465,14214,18363,0,1
queenofpain,5.67,698,768,61803,51060,5630,10812,2,0
techies,3.0,458,609,31328,33619,3140,8912,8,5
spirit_breaker,3.3,711,739,27268,45379,1341,9085,0,0
silencer,1.25,280,315,18600,19366,0,7692,0,3
muerta,3.5,674,709,33541,21389,2868,4119,0,0
centaur,2.0,380,460,20076,27501,328,4727,0,0
ember_spirit,2.17,576,609,31105,27114,50,2655,0,0
mirana,1.44,255,343,12135,16796,573,3821,0,4
