heroId,kda,gpm,xpm,damageDealt,damageTaken,towerDamage,controlDuration,wardPlanted,wardDestroyed
visage,0.86,423,432,9100,14664,1742,3212,0,0
muerta,0.44,411,392,11770,16937,0,1880,0,0
medusa,6.5,432,529,11533,1094,2593,3184,1,1
alchemist,15.0,835,876,16678,12023,8447,4664,0,0
underlord,5.0,497,550,13432,13237,5547,3267,0,0
ember_spirit,16.0,586,654,18181,6965,1524,2893,2,0
enchantress,2.5,342,401,13936,11208,7809,3574,12,5
sven,3.0,642,886,8064,13092,438,2015,2,0
tusk,1.0,290,389,6390,19937,142,3296,2,2
techies,1.17,251,367,9516,11754,24,890,8,4
windrunner,1.5,454,486,13177,17493,996,2486,0,1
invoker,2.5,436,464,7380,11484,2092,1477,2,0
puck,16.0,643,810,33942,19794,1852,3690,2,2
rubick,8.25,384,774,14386,10747,762,5023,4,3
oracle,5.5,281,554,10465,12547,412,2784,10,2
beastmaster,8.0,703,767,24140,19805,3954,11060,0,0
magnataur,8.33,748,842,30764,23807,10551,7237,0,0
bloodseeker,3.0,586,669,23957,21554,725,3748,0,0
lich,0.92,280,416,10659,19331,235,2629,11,7
techies,0.77,292,307,11425,20849,125,3542,3,2
ember_spirit,1.8,550,658,20594,19295,576,2656,1,1
shredder,0.62,532,574,20065,32668,236,5403,0,0
dragon_knight,0.25,459,446,13408,22111,2780,6825,0,0
mirana,0.43,263,279,6541,11491,144,4689,10,2
beastmaster,0.5,407,441,9867,12428,2248,5174,0,0
templar_assassin,0.33,521,618,15451,8681,0,3480,0,1
enigma,0.3,251,236,18521,14944,321,4490,4,3
meepo,22.0,728,964,15268,34738,7190,6809,0,0
ember_spirit,26.0,590,632,21144,7616,820,1230,0,0
alchemist,20.0,861,869,17838,9071,973,5968,0,1
rubick,6.33,412,566,8285,7568,1009,556,3,2
silencer,21.0,288,410,7120,4795,348,1626,11,2
morphling,19.0,708,681,16550,10344,5857,7198,0,0
necrolyte,17.0,699,697,11760,8335,2428,3460,1,0
tidehunter,17.0,560,616,10689,4600,4252,2302,0,0
rubick,7.5,314,451,8962,4819,542,1369,4,3
spirit_breaker,11.0,324,413,7446,9963,0,5557,7,3
phantom_lancer,0.6,478,577,3418,11068,0,1634,0,0
ember_spirit,1.33,526,583,16491,10071,2901,2040,1,1
visage,0.29,291,307,6163,11041,1125,1491,0,0
skywrath_mage,1.0,214,193,8199,7441,0,859,5,1
undying,0.83,187,218,3790,15191,0,2312,6,1
rubick,8.67,386,600,27387,8876,4,950,7,1
lone_druid,4.8,596,685,27718,34616,20266,5497,1,0
techies,2.0,336,560,40120,23019,250,3639,16,5
antimage,5.0,718,797,33646,26076,10841,2476,0,1
broodmother,8.0,524,627,23340,24763,2598,3937,0,4
beastmaster,8.5,497,572,18718,22283,6416,3236,0,0
ember_spirit,2.67,637,681,40615,23513,1375,5368,0,1
spirit_breaker,2.22,385,499,11921,37914,0,6130,4,3
undying,1.89,309,345,11870,36208,152,2497,19,6
morphling,2.6,729,825,34226,32293,12903,2716,0,1
ember_spirit,5.8,682,737,45907,33933,774,3833,0,1
morphling,32.0,883,845,77595,40998,18233,6284,1,0
brewmaster,19.0,474,628,25641,25720,10858,5915,1,0
rubick,4.17,362,540,15558,21993,834,3059,10,3
undying,11.33,403,572,10779,30490,128,2698,11,0
rattletrap,1.57,322,493,16482,26651,0,4925,16,2
shredder,1.56,672,811,53396,55867,176,8173,1,1
pugna,0.82,288,418,34182,26461,2438,3497,4,3
lycan,1.62,593,660,21899,40438,5474,7344,0,0
drow_ranger,2.0,602,623,27175,26063,2239,5632,0,0
morphling,14.0,722,850,17804,13878,15270,3396,0,1
queenofpain,21.0,720,927,27608,15297,1805,3407,1,0
antimage,17.0,622,801,11882,10716,5611,5310,0,0
batrider,4.5,356,380,7878,14723,69,4229,3,3
silencer,4.2,345,404,8547,13431,524,1097,14,7
shadow_demon,0.44,229,308,11810,18646,52,7575,7,3
medusa,0.2,585,682,12813,4583,2586,5473,0,0
lycan,2.33,520,472,10318,15399,5844,6986,0,0
rubick,0.67,263,303,11226,13169,0,7832,8,3
ember_spirit,1.0,479,513,21878,21922,2242,19549,1,0
underlord,0.83,375,357,13280,26590,434,3506,4,1
storm_spirit,1.0,446,481,12256,21469,972,3451,1,0
pugna,0.83,251,231,13257,17849,1225,2831,7,3
crystal_maiden,0.6,221,228,6333,14313,0,1188,7,1
morphling,1.0,649,775,15751,22020,689,2392,0,0
oracle,3.0,330,292,6929,10723,285,2631,9,2
beastmaster,21.0,657,679,24979,12766,8510,6944,0,0
ember_spirit,13.5,606,732,38233,13131,4919,6873,2,0
mirana,27.0,382,464,11387,8287,1362,4721,5,2
luna,21.0,795,700,20713,15970,19618,8389,0,0
mirana,14.0,419,568,16625,11956,2686,958,3,3
ember_spirit,12.0,725,885,39968,13111,5172,2400,1,1
ursa,4.0,701,820,26208,22170,13659,4686,0,0
oracle,3.67,336,470,11275,13659,1555,2865,14,2
beastmaster,6.67,538,599,12017,14196,7944,1865,0,0
legion_commander,3.0,477,548,17384,20600,1362,6699,0,0
dark_seer,0.7,408,462,10170,26643,674,7916,2,0
marci,3.5,574,618,21950,25533,1284,6956,0,0
batrider,1.62,287,315,9948,20720,0,7223,10,5
pugna,2.33,272,332,15640,12597,2245,4734,6,4
faceless_void,2.0,590,747,31444,25840,87,7322,0,1
underlord,3.25,562,630,25159,30426,286,9480,0,0
bounty_hunter,1.36,279,323,10231,27352,0,5166,15,3
skywrath_mage,2.0,292,345,18943,20989,125,4157,6,3
ember_spirit,3.0,537,610,43567,25544,940,5704,0,0
terrorblade,5.67,801,740,22805,27386,12950,7349,0,0
void_spirit,6.25,533,749,25051,26495,1652,5343,1,1
shredder,21.0,737,847,49888,37651,2101,9623,0,0
clinkz,2.22,457,697,21477,24498,14748,5253,6,1
dark_willow,4.0,331,637,10930,13314,575,1659,15,5
ember_spirit,6.33,552,698,35423,18352,850,10442,2,0
rubick,1.0,314,367,12047,16734,196,2466,3,1
spirit_breaker,2.14,513,622,9416,23423,245,3715,0,0
snapfire,1.67,338,339,13868,21755,209,5447,10,5
monkey_king,6.5,644,710,21674,16389,2717,3621,0,0
undying,5.0,359,373,9282,18873,570,108,8,2
beastmaster,3.83,515,557,19679,19507,3789,616,0,0
skywrath_mage,2.62,355,551,22935,19487,678,1652,9,0
death_prophet,8.33,644,709,24808,18888,5258,1445,0,1
juggernaut,19.0,821,921,19949,15673,18729,1204,0,0
monkey_king,1.09,510,584,20464,25811,166,8245,1,0
ember_spirit,5.2,667,759,64291,26075,1924,14389,1,0
bounty_hunter,2.3,454,399,18265,37314,198,14158,0,1
skywrath_mage,1.8,321,359,24696,25773,0,8341,3,1
crystal_maiden,1.45,236,311,13178,22723,193,6307,17,6
slark,9.75,712,799,41646,37430,11885,18315,0,2
riki,5.71,611,797,48640,28453,5757,11652,2,2
undying,4.38,465,535,16000,32075,1360,17042,0,1
keeper_of_the_light,6.8,533,647,15934,16864,582,5384,4,1
jakiro,2.25,336,393,15476,26072,3192,6796,13,5
keeper_of_the_light,1.78,361,472,9818,18598,809,3498,5,0
primal_beast,6.33,525,695,22072,23176,0,6164,2,0
undying,3.0,351,387,5222,19563,0,4732,7,2
tidehunter,20.0,524,810,16286,17211,9508,2917,0,0
medusa,24.0,1013,996,55748,2164,19087,9424,0,0
enchantress,0.77,313,335,10546,22501,665,1363,4,5
skywrath_mage,1.3,255,340,9333,18179,0,1240,9,0
ember_spirit,9.0,755,914,37184,25390,1383,2365,3,0
faceless_void,2.4,646,879,19189,20351,208,2018,0,0
magnataur,2.0,415,563,4460,22726,164,2277,0,0
antimage,5.0,572,767,10148,16058,121,4771,0,0
omniknight,2.25,369,398,13232,17956,817,4499,1,0
batrider,2.25,447,484,9859,16538,275,5650,0,0
undying,1.18,272,341,7240,21808,305,4333,7,3
spirit_breaker,1.86,353,376,5969,17721,249,3893,5,3
templar_assassin,21.0,788,856,19045,1811,13501,1200,0,1
ember_spirit,6.0,602,827,25653,9502,1505,2196,0,0
shredder,4.5,555,680,24642,19550,3899,2425,0,0
disruptor,3.5,312,405,6283,9201,84,1244,5,3
enigma,4.75,432,452,14458,6384,766,616,9,4
ember_spirit,10.0,652,738,25301,10656,1778,2675,1,0
techies,26.0,446,535,25143,6907,877,1543,6,2
enchantress,4.67,329,456,4637,8800,3875,1919,10,5
doom_bringer,10.0,654,585,14589,12582,355,3628,0,1
templar_assassin,11.0,687,834,12990,6023,5687,1623,0,1
magnataur,2.0,466,526,6659,19419,997,3454,0,0
pangolier,1.6,464,531,13702,18490,0,1495,1,0
dark_willow,2.33,248,451,7087,10744,0,250,5,3
disruptor,0.45,176,311,4160,15358,0,2034,11,6
alchemist,1.0,726,563,13360,18649,0,1527,0,1
pangolier,16.0,614,799,28082,12155,2277,2905,4,1
batrider,32.0,687,1019,27641,11679,624,5940,1,0
chaos_knight,14.0,622,643,18011,11192,7455,1870,0,0
techies,12.5,473,604,18263,10371,1410,5928,1,2
silencer,9.33,344,536,13591,7964,625,3524,9,7
ursa,0.6,506,584,10642,16376,0,7006,0,0
leshrac,0.38,421,458,18020,27775,566,6842,2,0
crystal_maiden,0.43,210,323,9079,17925,0,6627,8,5
rubick,0.88,261,314,7937,18502,0,10592,4,1
doom_bringer,0.3,443,322,7683,25010,0,9804,0,0
batrider,3.67,396,585,14167,16280,182,7099,13,3
sven,19.0,850,1047,21459,7893,19376,6882,0,0
ember_spirit,9.0,558,705,28740,12263,2574,7302,1,0
keeper_of_the_light,9.5,374,589,8571,4464,515,1549,4,11
shredder,7.33,619,763,30436,23034,3286,13721,0,0
underlord,1.29,467,483,10507,27927,331,5633,0,1
skywrath_mage,2.4,234,293,13181,15871,0,3148,3,3
storm_spirit,1.75,467,552,17973,25088,599,4681,2,0
lich,0.7,209,332,12056,15877,0,2993,12,6
faceless_void,1.0,461,535,10217,18610,0,4343,0,0
magnataur,5.0,540,677,9802,13919,959,10821,0,1
queenofpain,1.25,509,517,13310,17864,1440,13149,2,0
clinkz,2.0,388,412,13313,11758,3325,6943,4,1
techies,1.71,321,451,14279,10504,663,6052,8,2
lone_druid,4.67,723,848,17466,17153,17365,10343,0,0
oracle,2.83,262,394,7833,11492,0,3338,2,3
batrider,10.5,523,669,21874,13796,0,11744,1,1
skywrath_mage,6.33,305,420,10908,7961,0,1663,11,1
bloodseeker,3.0,610,580,22279,18978,3366,7035,0,0
underlord,6.5,503,556,8304,15943,1005,5190,0,0
luna,1.33,518,518,9247,9567,550,2601,2,0
death_prophet,0.6,390,391,11159,14074,189,2766,2,1
dark_seer,0.4,394,468,7036,12540,0,5526,0,0
lion,0.5,183,254,5064,8608,0,2335,5,2
shadow_demon,0.6,278,282,9221,9446,84,2849,3,1
chen,16.0,352,466,6108,2389,2009,161,2,3
batrider,8.5,347,439,8577,9075,189,1028,7,4
monkey_king,19.0,566,630,18718,11968,1209,6669,0,0
tidehunter,15.0,575,620,9416,7025,4882,1206,0,0
tiny,6.5,553,678,11416,11270,2926,3907,3,0
phantom_lancer,5.0,536,586,21986,15511,1056,1581,0,0
beastmaster,1.43,402,439,9647,18688,1468,225,0,1
silencer,4.0,232,312,9045,6056,0,73,9,7
storm_spirit,1.86,462,560,15387,20705,46,8168,2,0
batrider,1.83,276,373,10535,20567,0,2715,6,2
morphling,19.0,889,938,25317,15692,20641,7150,0,0
queenofpain,8.5,582,724,16072,12368,1231,8734,2,2
pugna,2.12,290,471,17671,16303,1244,11109,10,3
rubick,3.25,334,466,7419,10600,85,8006,6,5
spirit_breaker,21.0,605,784,15048,11637,888,5894,0,0
disruptor,4.33,343,569,12486,22502,29,9657,12,4
medusa,5.0,955,873,79124,7255,27023,25238,1,1
dark_seer,7.33,573,628,27950,24521,1035,14647,0,0
snapfire,1.67,356,497,22529,30518,58,9671,13,5
pangolier,2.25,574,582,29174,36806,2463,22247,1,2
spirit_breaker,3.86,685,788,14161,41084,3905,3346,4,2
broodmother,4.17,629,888,30166,43484,4477,6060,1,2
queenofpain,5.2,604,658,51962,36694,605,6023,2,0
batrider,3.5,523,754,15505,36593,0,4602,0,0
ancient_apparition,4.5,325,560,10948,13408,0,1108,20,7
undying,2.0,353,511,6789,20322,257,4315,9,8
bloodseeker,8.5,705,918,34318,34982,6932,10444,1,1
beastmaster,9.0,557,694,14801,20613,10149,7628,0,1
skywrath_mage,5.75,379,538,21593,13051,380,2790,12,5
queenofpain,20.0,669,708,47255,22780,7985,7521,1,4
batrider,3.75,456,623,22320,17973,0,10637,1,3
lina,5.0,612,698,33563,10287,1161,4974,2,3
elder_titan,1.17,245,322,17002,16409,344,9857,18,6
abaddon,1.5,639,735,24791,49961,3179,24899,0,0
spirit_breaker,1.22,356,417,14072,30126,99,8162,3,1
crystal_maiden,0.7,202,253,7242,13441,0,1956,6,2
bloodseeker,0.75,465,562,11804,16269,0,4908,0,0
void_spirit,2.0,465,505,17028,18696,1162,5105,2,0
batrider,1.0,533,650,13784,19112,101,6151,1,0
rubick,1.5,301,338,8633,8991,0,2298,4,0
abaddon,18.0,666,667,15497,10857,13680,8053,0,0
shadow_demon,5.25,381,382,10537,9721,1210,3351,7,3
mirana,7.0,375,404,9887,6905,2092,5167,6,5
ember_spirit,22.0,630,677,24785,18629,3887,12981,0,1
beastmaster,5.33,551,615,15803,12379,5700,9500,0,0
broodmother,17.0,739,787,20792,19682,20441,3568,0,1
oracle,5.25,337,463,6107,12537,1012,4479,7,2
batrider,5.8,421,490,16418,14750,754,2401,6,4
shredder,8.0,706,893,25564,21138,1265,6941,0,0
pangolier,7.5,623,793,28399,14968,1651,4386,2,0
naga_siren,5.0,729,611,19290,20424,523,3550,0,0
nevermore,1.0,518,653,19541,18690,150,3441,1,0
snapfire,1.43,431,414,21369,22188,387,5162,0,2
spirit_breaker,1.75,299,329,13287,22292,81,5368,2,0
lich,1.11,245,293,9588,13686,0,2734,12,7
batrider,6.2,622,815,39083,26118,80,2812,0,0
nevermore,4.33,675,751,35457,16511,8240,2158,2,1
earth_spirit,3.5,342,574,15071,22284,458,2163,10,2
silencer,4.17,351,571,16578,10680,671,955,9,3
monkey_king,4.5,814,937,34749,17348,10028,3452,0,0
morphling,2.43,660,695,25480,40647,5941,15158,0,3
phoenix,3.0,450,504,23620,20331,219,11424,0,1
tiny,2.5,520,591,24660,34083,172,15931,1,1
magnataur,1.6,268,324,7150,23449,279,17080,6,3
disruptor,2.18,262,349,12031,21015,63,13502,12,4
venomancer,33.0,425,468,23790,6430,2563,5415,5,7
faceless_void,25.0,724,687,14790,14038,10493,3133,0,0
queenofpain,28.0,684,730,30498,13958,5162,3903,2,1
batrider,12.0,602,730,20427,16124,2445,8356,0,0
enchantress,11.5,348,378,12286,9800,2671,2959,6,0
crystal_maiden,0.33,213,301,8960,18026,0,9107,10,4
spirit_breaker,0.55,212,297,9830,22188,0,10133,1,1
spectre,0.67,430,494,11740,14730,0,12591,0,0
void_spirit,0.67,384,430,12388,21120,0,18599,2,0
death_prophet,0.57,294,419,17432,25727,0,7308,0,0
batrider,2.83,503,550,25578,23327,143,4791,1,1
ember_spirit,2.6,492,551,45409,25324,244,7082,0,0
alchemist,2.57,818,811,31232,26020,767,10109,0,1
lion,1.18,235,425,10472,18259,23,3268,5,3
mirana,4.4,273,389,18239,15414,145,2136,12,7
slark,4.14,695,877,31088,42860,9221,5923,0,2
omniknight,14.0,624,708,34671,24993,3900,5317,2,1
beastmaster,4.6,507,474,16415,22509,6211,2945,0,0
disruptor,3.25,394,613,12184,18045,462,1886,14,5
crystal_maiden,4.0,374,497,13986,22523,1575,4265,2,0
terrorblade,1.83,604,485,31147,25003,2645,3715,0,0
jakiro,1.15,240,223,16935,22628,257,2545,13,3
riki,3.25,394,496,27155,20618,0,5297,0,2
rattletrap,1.0,236,262,13694,23184,0,4644,3,3
keeper_of_the_light,12.0,514,530,38340,10527,235,6469,2,0
undying,6.6,343,419,11801,22562,94,9111,10,4
batrider,5.8,504,555,18563,13754,37,7066,1,1
snapfire,33.0,510,613,18088,13996,1406,8135,0,2
earth_spirit,3.75,349,446,10655,30519,541,12915,9,1
arc_warden,13.0,1047,903,42853,46440,17546,12056,0,1
oracle,2.3,317,588,9700,23813,139,5166,22,9
ember_spirit,5.5,768,707,68625,21465,8416,5405,1,1
keeper_of_the_light,3.5,395,588,20120,20919,83,1927,5,2
magnataur,5.75,584,688,27233,37960,3622,5131,0,2
windrunner,1.91,699,791,42559,34450,6108,10033,0,4
batrider,7.0,450,631,21423,25097,323,4599,0,3
enchantress,5.0,430,613,16704,41333,4327,5955,24,6
huskar,2.86,590,668,34214,44204,9835,11622,2,1
spirit_breaker,5.6,450,622,19990,26583,171,6352,2,3
juggernaut,3.8,729,832,46276,31020,12861,7930,0,2
storm_spirit,0.75,350,320,6509,14182,91,4270,1,2
rubick,0.71,248,248,8932,9882,0,2359,6,2
silencer,0.67,240,204,7695,9053,0,4570,5,1
underlord,0.5,478,441,4655,14639,658,4439,0,0
bloodseeker,1.0,464,594,4226,7144,0,3792,0,0
dark_seer,6.67,441,520,8123,8344,610,7404,0,0
templar_assassin,17.0,663,686,19108,4058,6315,4738,2,0
elder_titan,7.0,281,366,7433,8948,0,4509,6,6
medusa,7.0,652,613,6641,40,2261,3801,0,0
batrider,22.0,401,506,13595,10627,175,9068,3,1
silencer,28.0,370,643,9389,5487,556,600,14,3
shadow_demon,4.29,434,661,18278,13849,691,3241,8,9
mars,10.67,650,760,35151,23139,1217,2507,0,2
bloodseeker,6.2,763,838,54852,24805,4391,2736,0,1
ember_spirit,33.0,844,898,79805,27110,7311,3948,1,1
arc_warden,1.86,819,817,41466,59699,3097,19733,0,3
broodmother,1.57,535,600,16073,43297,3325,17853,0,1
storm_spirit,2.2,489,632,14826,31870,696,14851,2,0
batrider,1.5,360,489,11673,26360,40,8835,6,1
undying,1.55,319,531,10352,36249,98,14339,15,3
batrider,6.33,427,499,12425,11727,561,1982,2,1
storm_spirit,5.0,559,659,19012,11971,2810,694,0,0
pugna,4.67,311,521,7959,6951,2288,208,15,3
medusa,16.0,900,877,25730,147,12540,779,0,0
doom_bringer,12.5,771,917,24092,9703,66,2260,0,0
void_spirit,4.0,500,501,10166,16650,911,2485,2,0
magnataur,2.0,412,501,4556,18924,1955,2736,0,0
undying,0.9,235,289,5693,23007,0,2732,11,2
techies,0.7,374,412,12515,17313,60,2033,3,2
terrorblade,0.5,507,458,7569,13324,1725,2041,0,0
medusa,1.67,824,956,31476,10496,2699,12719,1,1
tiny,1.43,395,494,22831,35366,430,11206,2,0
batrider,0.85,261,342,14315,31205,0,6366,16,1
pugna,1.57,320,346,34060,20523,1776,6992,3,4
dark_seer,0.91,345,388,24411,30630,0,13050,1,0
rubick,9.67,399,618,15760,14688,0,4053,4,2
terrorblade,13.0,753,673,30889,35750,13802,6309,0,1
shadow_demon,9.67,407,545,19301,18047,3414,2842,21,4
windrunner,38.0,674,806,44043,23678,8781,5290,1,1
mars,6.0,567,697,18227,34930,1969,8859,0,1
magnataur,1.75,380,392,4412,12567,525,1326,0,0
ember_spirit,1.5,454,486,13685,13779,0,1199,0,0
bloodseeker,0.5,421,451,6991,10727,0,1926,1,0
dark_willow,0.78,204,258,9455,12410,0,2781,3,3
batrider,0.67,247,294,10881,12901,0,223,7,2
oracle,4.5,275,377,8455,7119,207,3144,8,1
broodmother,26.0,823,854,29290,13563,5893,9908,2,0
enigma,16.0,463,480,9086,5886,4142,2417,0,0
spirit_breaker,9.0,363,459,7366,11699,766,5915,2,1
doom_bringer,5.0,641,620,8187,7157,238,3736,0,0
silencer,4.0,355,608,11120,12115,615,1019,10,6
storm_spirit,5.5,590,787,21116,23231,1453,1926,1,1
batrider,8.67,418,643,18323,20371,605,1700,8,3
axe,3.33,496,637,22610,23778,29,3349,0,0
terrorblade,10.0,880,787,38191,22488,16571,2596,1,1
morphling,3.33,647,701,31104,23270,3670,10619,0,0
pugna,2.14,276,444,18394,13068,1695,11786,13,2
broodmother,2.83,500,544,19019,30424,3132,16729,0,0
dragon_knight,2.0,464,623,15747,25259,3471,12789,1,0
techies,1.88,309,411,17719,17339,510,15283,5,4
medusa,0.83,400,428,13031,8161,461,2184,0,0
rattletrap,0.56,240,273,8938,18206,0,3555,6,4
slark,1.0,457,511,8850,17809,0,2568,0,1
pugna,0.89,288,327,21738,16835,2351,1668,6,3
windrunner,1.0,418,422,11913,15087,571,1755,2,1
pangolier,23.0,603,678,20710,13752,7017,1809,2,0
nyx_assassin,6.67,284,409,9534,13139,261,348,4,2
batrider,15.0,634,847,26285,19060,1446,1380,0,1
alchemist,23.0,819,794,14753,8757,9203,768,0,0
keeper_of_the_light,10.5,319,379,4816,9762,205,251,9,6
sven,6.67,864,896,34973,30121,29084,10470,0,0
storm_spirit,6.67,637,795,29473,19270,325,13324,3,1
dark_willow,2.43,377,567,12495,16418,298,7584,15,2
windrunner,2.33,519,767,24388,23844,4615,10366,0,2
nyx_assassin,2.89,471,785,28015,21649,59,11501,2,2
legion_commander,2.62,533,659,26895,28432,503,2916,0,1
tiny,4.17,475,797,26659,35416,0,10362,2,4
silencer,2.67,317,543,9717,15203,0,2571,18,10
juggernaut,3.8,712,897,32305,29095,1883,5720,0,0
batrider,2.0,396,609,15726,21198,0,3416,1,0
chen,10.5,427,486,6652,7343,3456,291,3,5
undying,8.33,370,524,10476,11589,351,300,9,1
monkey_king,9.5,625,648,17725,9601,9172,1574,0,1
batrider,22.0,703,787,13522,9382,964,561,0,0
magnataur,7.67,760,846,16115,13034,10706,898,1,0
death_prophet,2.0,462,480,14662,14433,60,4447,0,0
spirit_breaker,1.33,423,447,7623,14049,0,4014,2,0
vengefulspirit,1.0,255,301,7330,9989,0,1932,10,3
alchemist,0.67,660,603,11682,13289,0,2537,0,0
clinkz,1.12,317,329,9652,12730,0,2530,1,0
batrider,2.5,550,645,26906,28482,143,3766,2,2
terrorblade,1.4,729,654,25264,21060,7903,1910,1,1
enigma,1.57,592,547,23474,19402,3942,1438,0,0
rubick,1.62,270,435,15364,20427,0,3339,10,2
disruptor,1.44,243,392,8725,17169,0,1458,5,5
beastmaster,5.75,613,670,21059,23018,9961,8973,0,0
faceless_void,7.5,757,808,16729,16734,13377,4029,0,0
undying,4.17,376,570,10161,20745,1686,5830,11,7
techies,4.67,400,573,14589,17190,4340,7141,6,2
ember_spirit,9.0,741,896,44002,22046,2125,17293,2,1
huskar,9.33,700,793,34766,40289,18220,9536,2,0
monkey_king,4.5,590,712,18377,20335,3521,5398,1,0
batrider,15.0,649,871,34592,21070,50,1143,1,2
enchantress,5.2,412,602,9619,16111,3005,2157,9,2
